"Value unit","Employment","Economic activity","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2"
"Jobs","Employees","G-I. Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities",44800.0,47000.0,46900.0,42500.0,38100.0,39900.0,41600.0,39700.0,37700.0,40600.0,42200.0,40100.0,38100.0,42300.0,44200.0,41900.0,39900.0,44000.0,46400.0,43700.0,42000.0,46000.0,48200.0,45500.0,43900.0,48300.0,50600.0,47800.0,46200.0,51600.0,54200.0,51900.0,50800.0,56400.0,59500.0,57600.0,55600.0,61100.0,63400.0,60700.0,57900.0,62500.0,64100.0,61100.0,57000.0,59700.0,60800.0,57500.0,53500.0,49700.0
"Jobs","Employees","J. Information and communication",8300.0,8400.0,8300.0,7900.0,7600.0,7400.0,7500.0,7500.0,7400.0,7400.0,7400.0,7500.0,7500.0,7800.0,7700.0,7600.0,7500.0,7600.0,7700.0,7600.0,7600.0,7800.0,7900.0,8000.0,7800.0,8000.0,8000.0,7900.0,7800.0,8100.0,8200.0,8200.0,8200.0,8400.0,8400.0,8300.0,8200.0,8300.0,8300.0,8300.0,8100.0,8200.0,8200.0,8100.0,8300.0,8300.0,8200.0,8200.0,8100.0,7900.0
"Jobs","Employees","K. Financial and insurance activities",8600.0,8900.0,8800.0,8800.0,7700.0,7700.0,7600.0,8000.0,7500.0,7700.0,7700.0,7500.0,7000.0,7400.0,7400.0,7200.0,7000.0,7300.0,7300.0,6900.0,6800.0,7100.0,7100.0,6900.0,6700.0,6900.0,6900.0,6600.0,6400.0,6600.0,6600.0,6300.0,6300.0,6600.0,6600.0,6400.0,6200.0,6500.0,6500.0,6300.0,6200.0,6400.0,6400.0,6200.0,6000.0,6300.0,6200.0,6000.0,5900.0,6000.0
"Jobs","Employees","M-N. Professional, scientific and technical activities; administrative and support service activities",13300.0,14400.0,14700.0,13000.0,11800.0,12200.0,12400.0,11700.0,11100.0,12000.0,12600.0,12000.0,11600.0,12800.0,13300.0,12500.0,12100.0,13300.0,14000.0,13100.0,12700.0,13900.0,14400.0,13500.0,13300.0,14600.0,15200.0,14400.0,14100.0,15600.0,16400.0,15700.0,15500.0,17600.0,18900.0,18400.0,18000.0,20000.0,21100.0,19900.0,19000.0,20800.0,21700.0,20400.0,19200.0,20500.0,21200.0,19800.0,18400.0,17700.0
"Jobs","Employees","O-Q. Public administration and defence; compulsory social security; education; human health and social work activities",52700.0,58700.0,60600.0,56800.0,54100.0,59300.0,60400.0,54600.0,52900.0,58200.0,59700.0,55000.0,52500.0,59300.0,58800.0,53900.0,52600.0,57100.0,58800.0,55000.0,53500.0,58700.0,59000.0,55400.0,54500.0,59700.0,60500.0,56500.0,55100.0,59000.0,61000.0,59700.0,55800.0,59200.0,59600.0,57800.0,56300.0,60100.0,60100.0,59100.0,59000.0,62600.0,62300.0,60600.0,59800.0,64200.0,66100.0,62800.0,63000.0,69300.0
"Jobs","Employees","R-U. Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",8200.0,8800.0,8600.0,8700.0,8100.0,8600.0,8500.0,8700.0,8100.0,8700.0,8600.0,8700.0,8100.0,8900.0,8600.0,8700.0,8300.0,8900.0,8500.0,8700.0,8300.0,9000.0,8800.0,8900.0,8600.0,9300.0,9000.0,9200.0,8800.0,9800.0,9300.0,10900.0,9000.0,9600.0,9200.0,9500.0,9200.0,9900.0,9500.0,9800.0,9500.0,10200.0,9900.0,10300.0,9900.0,10600.0,10200.0,10500.0,10000.0,9700.0
"Jobs","Employees","Total - All activities",183200.0,195900.0,196400.0,182100.0,165600.0,175200.0,178700.0,169100.0,160600.0,173500.0,178000.0,168800.0,160200.0,177500.0,180100.0,170300.0,163600.0,177700.0,183600.0,174200.0,168200.0,182800.0,187200.0,178500.0,173200.0,188100.0,192600.0,183200.0,177500.0,193200.0,199400.0,195200.0,186600.0,202000.0,207800.0,202600.0,195400.0,212100.0,216500.0,210600.0,204500.0,219000.0,221700.0,214500.0,205600.0,217600.0,221500.0,211600.0,202600.0,205000.0
"Jobs","Self employed","A. Agriculture, forestry and fishing",2800.0,2900.0,2900.0,2800.0,2800.0,2900.0,2900.0,2900.0,2700.0,2800.0,2800.0,2700.0,2800.0,2800.0,2900.0,2800.0,2900.0,3000.0,3000.0,2900.0,2900.0,2900.0,2900.0,2800.0,2900.0,2800.0,2800.0,2800.0,2700.0,2700.0,2700.0,2700.0,2600.0,2700.0,2800.0,2700.0,2500.0,2400.0,2500.0,2400.0,2500.0,2500.0,2500.0,2500.0,2500.0,2600.0,2600.0,2500.0,2500.0,2500.0
"Jobs","Self employed","B-E. Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",500.0,600.0,600.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,400.0,400.0,500.0,400.0,400.0,400.0
"Jobs","Self employed","C. Manufacturing",500.0,600.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,400.0,400.0,400.0,400.0,400.0,400.0
"Jobs","Self employed","F. Construction",1900.0,2000.0,1900.0,2000.0,1700.0,1700.0,1800.0,1800.0,1600.0,1800.0,1700.0,1700.0,1700.0,1800.0,1900.0,1800.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,2000.0,1900.0,1900.0,1900.0,1900.0,1900.0,1800.0,1900.0,1900.0,2000.0,1900.0,1900.0,2000.0,1900.0,1800.0,1800.0,1900.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
"Jobs","Self employed","G-I. Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities",2000.0,2100.0,2000.0,2100.0,1900.0,1900.0,2000.0,2000.0,1800.0,1800.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,2000.0,2100.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2100.0,2000.0,2000.0,2000.0,2000.0,2000.0,2100.0,2100.0,2100.0,2100.0,2200.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2000.0,2100.0,2100.0,2100.0,2000.0,1900.0
"Jobs","Self employed","J. Information and communication",700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,900.0,800.0,800.0,900.0,900.0,800.0,900.0,900.0,800.0,800.0,900.0,800.0,800.0,800.0,800.0,700.0,700.0,800.0,700.0,800.0,700.0,800.0,800.0,800.0,800.0,800.0
"Jobs","Self employed","K. Financial and insurance activities",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Jobs","Self employed","M-N. Professional, scientific and technical activities; administrative and support service activities",2400.0,2500.0,2400.0,2400.0,2300.0,2300.0,2400.0,2500.0,2300.0,2300.0,2200.0,2200.0,2300.0,2200.0,2200.0,2300.0,2400.0,2500.0,2400.0,2500.0,2500.0,2500.0,2500.0,2500.0,2700.0,2500.0,2500.0,2500.0,2500.0,2500.0,2600.0,2600.0,2400.0,2400.0,2700.0,2700.0,2400.0,2500.0,2600.0,2400.0,2500.0,2500.0,2500.0,2600.0,2400.0,2500.0,2600.0,2500.0,2600.0,2600.0
"Jobs","Self employed","O-Q. Public administration and defence; compulsory social security; education; human health and social work activities",3100.0,3100.0,3000.0,3100.0,3000.0,3100.0,3100.0,3300.0,3100.0,3200.0,3100.0,3100.0,3200.0,3200.0,3100.0,3200.0,3200.0,3400.0,3200.0,3200.0,3400.0,3300.0,3200.0,3200.0,3600.0,3400.0,3300.0,3400.0,3500.0,3500.0,3500.0,3500.0,3400.0,3400.0,3600.0,3600.0,3400.0,3500.0,3500.0,3400.0,3500.0,3400.0,3400.0,3500.0,3500.0,3700.0,3600.0,3700.0,3600.0,3700.0
"Jobs","Self employed","R-U. Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",2700.0,2700.0,2600.0,2700.0,2700.0,2700.0,2700.0,2800.0,2700.0,2700.0,2700.0,2800.0,2800.0,2700.0,2700.0,2800.0,2800.0,2900.0,2800.0,2800.0,2800.0,2700.0,2800.0,2700.0,2900.0,2700.0,2700.0,2900.0,2800.0,2800.0,2800.0,2700.0,2700.0,2700.0,2900.0,2700.0,2600.0,2700.0,2800.0,2800.0,2800.0,2800.0,2800.0,2900.0,2900.0,3000.0,2900.0,2900.0,2900.0,2900.0
"Jobs","Self employed","Total - All activities",16400.0,16700.0,16400.0,16500.0,15800.0,16100.0,16500.0,16800.0,15800.0,16100.0,16000.0,15900.0,16200.0,16100.0,16200.0,16400.0,16500.0,17400.0,16900.0,16900.0,17200.0,17000.0,16800.0,16600.0,18000.0,17000.0,16900.0,17300.0,17000.0,17000.0,17300.0,17200.0,16500.0,16700.0,17800.0,17400.0,16400.0,16600.0,16900.0,16500.0,16600.0,16700.0,16700.0,16800.0,16500.0,17100.0,17200.0,17000.0,16900.0,16900.0
