Year,Age,Sex,marital_status,count
2004,86,Total,Unknown marital status,1
2004,87,Total,Unknown marital status,0
2004,88,Total,Unknown marital status,1
2004,89,Total,Unknown marital status,0
2004,90,Total,Unknown marital status,1
2004,91,Total,Unknown marital status,0
2004,92,Total,Unknown marital status,0
2004,93,Total,Unknown marital status,0
2004,94,Total,Unknown marital status,0
2004,95,Total,Unknown marital status,0
2004,96,Total,Unknown marital status,0
2004,97,Total,Unknown marital status,0
2004,98,Total,Unknown marital status,0
2004,99,Total,Unknown marital status,0
2004,100,Total,Unknown marital status,0
2004,101,Total,Unknown marital status,0
2004,102,Total,Unknown marital status,0
2004,103,Total,Unknown marital status,0
2004,104,Total,Unknown marital status,0
2004,105,Total,Unknown marital status,0
2004,106,Total,Unknown marital status,0
2004,107,Total,Unknown marital status,0
2004,108,Total,Unknown marital status,0
2004,109,Total,Unknown marital status,0
2004,Total,Males,Unknown marital status,1765
2004,16,Males,Unknown marital status,0
2004,17,Males,Unknown marital status,0
2004,18,Males,Unknown marital status,3
2004,19,Males,Unknown marital status,10
2004,20,Males,Unknown marital status,18
2004,21,Males,Unknown marital status,42
2004,22,Males,Unknown marital status,53
2004,23,Males,Unknown marital status,84
2004,24,Males,Unknown marital status,69
2004,25,Males,Unknown marital status,103
2004,26,Males,Unknown marital status,94
2004,27,Males,Unknown marital status,97
2004,28,Males,Unknown marital status,81
2004,29,Males,Unknown marital status,76
2004,30,Males,Unknown marital status,81
2004,31,Males,Unknown marital status,58
2004,32,Males,Unknown marital status,87
2004,33,Males,Unknown marital status,74
2004,34,Males,Unknown marital status,57
2004,35,Males,Unknown marital status,61
2004,36,Males,Unknown marital status,50
2004,37,Males,Unknown marital status,50
2004,38,Males,Unknown marital status,45
2004,39,Males,Unknown marital status,46
2004,40,Males,Unknown marital status,30
2004,41,Males,Unknown marital status,36
2004,42,Males,Unknown marital status,24
2004,43,Males,Unknown marital status,37
2004,44,Males,Unknown marital status,21
2004,45,Males,Unknown marital status,29
2004,46,Males,Unknown marital status,30
2004,47,Males,Unknown marital status,26
2004,48,Males,Unknown marital status,33
2004,49,Males,Unknown marital status,17
2004,50,Males,Unknown marital status,22
2004,51,Males,Unknown marital status,15
2004,52,Males,Unknown marital status,10
2004,53,Males,Unknown marital status,15
2004,54,Males,Unknown marital status,9
2004,55,Males,Unknown marital status,8
2004,56,Males,Unknown marital status,12
2004,57,Males,Unknown marital status,5
2004,58,Males,Unknown marital status,3
2004,59,Males,Unknown marital status,5
2004,60,Males,Unknown marital status,3
2004,61,Males,Unknown marital status,4
2004,62,Males,Unknown marital status,4
2004,63,Males,Unknown marital status,5
2004,64,Males,Unknown marital status,3
2004,65,Males,Unknown marital status,1
2004,66,Males,Unknown marital status,3
2004,67,Males,Unknown marital status,5
2004,68,Males,Unknown marital status,0
2004,69,Males,Unknown marital status,0
2004,70,Males,Unknown marital status,2
2004,71,Males,Unknown marital status,0
2004,72,Males,Unknown marital status,1
2004,73,Males,Unknown marital status,1
2004,74,Males,Unknown marital status,1
2004,75,Males,Unknown marital status,1
2004,76,Males,Unknown marital status,0
2004,77,Males,Unknown marital status,1
2004,78,Males,Unknown marital status,0
2004,79,Males,Unknown marital status,1
2004,80,Males,Unknown marital status,0
2004,81,Males,Unknown marital status,1
2004,82,Males,Unknown marital status,0
2004,83,Males,Unknown marital status,1
2004,84,Males,Unknown marital status,0
2004,85,Males,Unknown marital status,0
2004,86,Males,Unknown marital status,0
2004,87,Males,Unknown marital status,0
2004,88,Males,Unknown marital status,1
2004,89,Males,Unknown marital status,0
2004,90,Males,Unknown marital status,0
2004,91,Males,Unknown marital status,0
2004,92,Males,Unknown marital status,0
2004,93,Males,Unknown marital status,0
2004,94,Males,Unknown marital status,0
2004,95,Males,Unknown marital status,0
2004,96,Males,Unknown marital status,0
2004,97,Males,Unknown marital status,0
2004,98,Males,Unknown marital status,0
2004,99,Males,Unknown marital status,0
2004,100,Males,Unknown marital status,0
2004,101,Males,Unknown marital status,0
2004,102,Males,Unknown marital status,0
2004,103,Males,Unknown marital status,0
2004,104,Males,Unknown marital status,0
2004,105,Males,Unknown marital status,0
2004,106,Males,Unknown marital status,0
2004,107,Males,Unknown marital status,0
2004,108,Males,Unknown marital status,0
2004,109,Males,Unknown marital status,0
2004,Total,Females,Unknown marital status,1597
2004,16,Females,Unknown marital status,0
2004,17,Females,Unknown marital status,1
2004,18,Females,Unknown marital status,6
2004,19,Females,Unknown marital status,16
2004,20,Females,Unknown marital status,37
2004,21,Females,Unknown marital status,60
2004,22,Females,Unknown marital status,80
2004,23,Females,Unknown marital status,90
2004,24,Females,Unknown marital status,91
2004,25,Females,Unknown marital status,100
2004,26,Females,Unknown marital status,92
2004,27,Females,Unknown marital status,71
2004,28,Females,Unknown marital status,55
2004,29,Females,Unknown marital status,57
2004,30,Females,Unknown marital status,59
2004,31,Females,Unknown marital status,52
2004,32,Females,Unknown marital status,40
2004,33,Females,Unknown marital status,31
2004,34,Females,Unknown marital status,31
2004,35,Females,Unknown marital status,39
2004,36,Females,Unknown marital status,31
2004,37,Females,Unknown marital status,24
2004,38,Females,Unknown marital status,25
2004,39,Females,Unknown marital status,23
2004,40,Females,Unknown marital status,33
2004,41,Females,Unknown marital status,24
2004,42,Females,Unknown marital status,31
2004,43,Females,Unknown marital status,36
2004,44,Females,Unknown marital status,32
2004,45,Females,Unknown marital status,30
2004,46,Females,Unknown marital status,28
2004,47,Females,Unknown marital status,20
2004,48,Females,Unknown marital status,37
2004,49,Females,Unknown marital status,17
2004,50,Females,Unknown marital status,23
2004,51,Females,Unknown marital status,26
2004,52,Females,Unknown marital status,17
2004,53,Females,Unknown marital status,8
2004,54,Females,Unknown marital status,15
2004,55,Females,Unknown marital status,18
2004,56,Females,Unknown marital status,12
2004,57,Females,Unknown marital status,9
2004,58,Females,Unknown marital status,6
2004,59,Females,Unknown marital status,4
2004,60,Females,Unknown marital status,4
2004,61,Females,Unknown marital status,10
2004,62,Females,Unknown marital status,3
2004,63,Females,Unknown marital status,4
2004,64,Females,Unknown marital status,7
2004,65,Females,Unknown marital status,5
2004,66,Females,Unknown marital status,7
2004,67,Females,Unknown marital status,1
2004,68,Females,Unknown marital status,2
2004,69,Females,Unknown marital status,1
2004,70,Females,Unknown marital status,2
2004,71,Females,Unknown marital status,2
2004,72,Females,Unknown marital status,2
2004,73,Females,Unknown marital status,1
2004,74,Females,Unknown marital status,2
2004,75,Females,Unknown marital status,2
2004,76,Females,Unknown marital status,0
2004,77,Females,Unknown marital status,1
2004,78,Females,Unknown marital status,0
2004,79,Females,Unknown marital status,0
2004,80,Females,Unknown marital status,0
2004,81,Females,Unknown marital status,0
2004,82,Females,Unknown marital status,1
2004,83,Females,Unknown marital status,0
2004,84,Females,Unknown marital status,1
2004,85,Females,Unknown marital status,0
2004,86,Females,Unknown marital status,1
2004,87,Females,Unknown marital status,0
2004,88,Females,Unknown marital status,0
2004,89,Females,Unknown marital status,0
2004,90,Females,Unknown marital status,1
2004,91,Females,Unknown marital status,0
2004,92,Females,Unknown marital status,0
2004,93,Females,Unknown marital status,0
2004,94,Females,Unknown marital status,0
2004,95,Females,Unknown marital status,0
2004,96,Females,Unknown marital status,0
2004,97,Females,Unknown marital status,0
2004,98,Females,Unknown marital status,0
2004,99,Females,Unknown marital status,0
2004,100,Females,Unknown marital status,0
2004,101,Females,Unknown marital status,0
2004,102,Females,Unknown marital status,0
2004,103,Females,Unknown marital status,0
2004,104,Females,Unknown marital status,0
2004,105,Females,Unknown marital status,0
2004,106,Females,Unknown marital status,0
2004,107,Females,Unknown marital status,0
2004,108,Females,Unknown marital status,0
2004,109,Females,Unknown marital status,0
2005,Total,Total,Total,223520
2005,16,Total,Total,4674
2005,17,Total,Total,4204
2005,18,Total,Total,3930
2005,19,Total,Total,3999
2005,20,Total,Total,4155
2005,21,Total,Total,4298
2005,22,Total,Total,4367
2005,23,Total,Total,4357
2005,24,Total,Total,4545
2005,25,Total,Total,4452
2005,26,Total,Total,4139
2005,27,Total,Total,3959
2005,28,Total,Total,4240
2005,29,Total,Total,4174
2005,30,Total,Total,4097
2005,31,Total,Total,4401
2005,32,Total,Total,4396
2005,33,Total,Total,4032
2005,34,Total,Total,3791
2005,35,Total,Total,3984
2005,36,Total,Total,3971
2005,37,Total,Total,4089
2005,38,Total,Total,4385
2005,39,Total,Total,4353
2005,40,Total,Total,4403
2005,41,Total,Total,4394
2005,42,Total,Total,4331
2005,43,Total,Total,4166
2005,44,Total,Total,4386
2005,45,Total,Total,4364
2005,46,Total,Total,4156
2005,47,Total,Total,4180
2005,48,Total,Total,4128
2005,49,Total,Total,3962
2005,50,Total,Total,3842
2005,51,Total,Total,3826
2005,52,Total,Total,3603
2005,53,Total,Total,3526
2005,54,Total,Total,3555
2005,55,Total,Total,3329
2005,56,Total,Total,3269
2005,57,Total,Total,3126
2005,58,Total,Total,2896
2005,59,Total,Total,2873
2005,60,Total,Total,2652
2005,61,Total,Total,2536
2005,62,Total,Total,2407
2005,63,Total,Total,2085
2005,64,Total,Total,1942
2005,65,Total,Total,1896
2005,66,Total,Total,1836
2005,67,Total,Total,1856
2005,68,Total,Total,1857
2005,69,Total,Total,1837
2005,70,Total,Total,1795
2005,71,Total,Total,1747
2005,72,Total,Total,1784
2005,73,Total,Total,1804
2005,74,Total,Total,1857
2005,75,Total,Total,1641
2005,76,Total,Total,1544
2005,77,Total,Total,1469
2005,78,Total,Total,1412
2005,79,Total,Total,1249
2005,80,Total,Total,1136
2005,81,Total,Total,1167
2005,82,Total,Total,1017
2005,83,Total,Total,991
2005,84,Total,Total,817
2005,85,Total,Total,682
2005,86,Total,Total,634
2005,87,Total,Total,505
2005,88,Total,Total,449
2005,89,Total,Total,357
2005,90,Total,Total,275
2005,91,Total,Total,247
2005,92,Total,Total,201
2005,93,Total,Total,148
2005,94,Total,Total,106
2005,95,Total,Total,80
2005,96,Total,Total,72
2005,97,Total,Total,37
2005,98,Total,Total,31
2005,99,Total,Total,17
2005,100,Total,Total,22
2005,101,Total,Total,7
2005,102,Total,Total,3
2005,103,Total,Total,0
2005,104,Total,Total,3
2005,105,Total,Total,0
2005,106,Total,Total,1
2005,107,Total,Total,2
2005,108,Total,Total,0
2005,109,Total,Total,0
2005,Total,Males,Total,111413
2005,16,Males,Total,2416
2005,17,Males,Total,2221
2005,18,Males,Total,2002
2005,19,Males,Total,1957
2005,20,Males,Total,2114
2005,21,Males,Total,2147
2005,22,Males,Total,2260
2005,23,Males,Total,2244
2005,24,Males,Total,2322
2005,25,Males,Total,2234
2005,26,Males,Total,2079
2005,27,Males,Total,1972
2005,28,Males,Total,2155
2005,29,Males,Total,2092
2005,30,Males,Total,2100
2005,31,Males,Total,2261
2005,32,Males,Total,2190
2005,33,Males,Total,2077
2005,34,Males,Total,1956
2005,35,Males,Total,1993
2005,36,Males,Total,2039
2005,37,Males,Total,2025
2005,38,Males,Total,2184
2005,39,Males,Total,2221
2005,40,Males,Total,2144
2005,41,Males,Total,2191
2005,42,Males,Total,2179
2005,43,Males,Total,2110
2005,44,Males,Total,2241
2005,45,Males,Total,2215
2005,46,Males,Total,2064
2005,47,Males,Total,2159
2005,48,Males,Total,2104
2005,49,Males,Total,1986
2005,50,Males,Total,1976
2005,51,Males,Total,1963
2005,52,Males,Total,1864
2005,53,Males,Total,1727
2005,54,Males,Total,1870
2005,55,Males,Total,1720
2005,56,Males,Total,1622
2005,57,Males,Total,1621
2005,58,Males,Total,1511
2005,59,Males,Total,1472
2005,60,Males,Total,1357
2005,61,Males,Total,1241
2005,62,Males,Total,1199
2005,63,Males,Total,1024
2005,64,Males,Total,922
2005,65,Males,Total,952
2005,66,Males,Total,925
2005,67,Males,Total,929
2005,68,Males,Total,879
2005,69,Males,Total,866
2005,70,Males,Total,849
2005,71,Males,Total,831
2005,72,Males,Total,863
2005,73,Males,Total,871
2005,74,Males,Total,857
2005,75,Males,Total,770
2005,76,Males,Total,711
2005,77,Males,Total,673
2005,78,Males,Total,604
2005,79,Males,Total,561
2005,80,Males,Total,494
2005,81,Males,Total,480
2005,82,Males,Total,422
2005,83,Males,Total,411
2005,84,Males,Total,350
2005,85,Males,Total,274
2005,86,Males,Total,238
2005,87,Males,Total,186
2005,88,Males,Total,162
2005,89,Males,Total,128
2005,90,Males,Total,88
2005,91,Males,Total,86
2005,92,Males,Total,68
2005,93,Males,Total,42
2005,94,Males,Total,29
2005,95,Males,Total,19
2005,96,Males,Total,24
2005,97,Males,Total,6
2005,98,Males,Total,5
2005,99,Males,Total,5
2005,100,Males,Total,8
2005,101,Males,Total,3
2005,102,Males,Total,0
2005,103,Males,Total,0
2005,104,Males,Total,1
2005,105,Males,Total,0
2005,106,Males,Total,0
2005,107,Males,Total,0
2005,108,Males,Total,0
2005,109,Males,Total,0
2005,Total,Females,Total,112107
2005,16,Females,Total,2258
2005,17,Females,Total,1983
2005,18,Females,Total,1928
2005,19,Females,Total,2042
2005,20,Females,Total,2041
2005,21,Females,Total,2151
2005,22,Females,Total,2107
2005,23,Females,Total,2113
2005,24,Females,Total,2223
2005,25,Females,Total,2218
2005,26,Females,Total,2060
2005,27,Females,Total,1987
2005,28,Females,Total,2085
2005,29,Females,Total,2082
2005,30,Females,Total,1997
2005,31,Females,Total,2140
2005,32,Females,Total,2206
