Year,Age,Sex,marital_status,count
2013,72,Females,Total,952
2013,73,Females,Total,878
2013,74,Females,Total,829
2013,75,Females,Total,820
2013,76,Females,Total,854
2013,77,Females,Total,824
2013,78,Females,Total,794
2013,79,Females,Total,775
2013,80,Females,Total,742
2013,81,Females,Total,727
2013,82,Females,Total,748
2013,83,Females,Total,648
2013,84,Females,Total,619
2013,85,Females,Total,535
2013,86,Females,Total,515
2013,87,Females,Total,439
2013,88,Females,Total,381
2013,89,Females,Total,360
2013,90,Females,Total,265
2013,91,Females,Total,245
2013,92,Females,Total,173
2013,93,Females,Total,123
2013,94,Females,Total,102
2013,95,Females,Total,76
2013,96,Females,Total,59
2013,97,Females,Total,26
2013,98,Females,Total,20
2013,99,Females,Total,20
2013,100,Females,Total,6
2013,101,Females,Total,15
2013,102,Females,Total,4
2013,103,Females,Total,5
2013,104,Females,Total,2
2013,105,Females,Total,1
2013,106,Females,Total,3
2013,107,Females,Total,0
2013,108,Females,Total,0
2013,109,Females,Total,0
2013,Total,Total,Unmarried single,80402
2013,16,Total,Unmarried single,4511
2013,17,Total,Unmarried single,4436
2013,18,Total,Unmarried single,4617
2013,19,Total,Unmarried single,4748
2013,20,Total,Unmarried single,4599
2013,21,Total,Unmarried single,4359
2013,22,Total,Unmarried single,4391
2013,23,Total,Unmarried single,3858
2013,24,Total,Unmarried single,3673
2013,25,Total,Unmarried single,2994
2013,26,Total,Unmarried single,2568
2013,27,Total,Unmarried single,2329
2013,28,Total,Unmarried single,2155
2013,29,Total,Unmarried single,2027
2013,30,Total,Unmarried single,1891
2013,31,Total,Unmarried single,1627
2013,32,Total,Unmarried single,1590
2013,33,Total,Unmarried single,1438
2013,34,Total,Unmarried single,1190
2013,35,Total,Unmarried single,1086
2013,36,Total,Unmarried single,1067
2013,37,Total,Unmarried single,1004
2013,38,Total,Unmarried single,913
2013,39,Total,Unmarried single,902
2013,40,Total,Unmarried single,876
2013,41,Total,Unmarried single,763
2013,42,Total,Unmarried single,670
2013,43,Total,Unmarried single,681
2013,44,Total,Unmarried single,722
2013,45,Total,Unmarried single,701
2013,46,Total,Unmarried single,760
2013,47,Total,Unmarried single,701
2013,48,Total,Unmarried single,673
2013,49,Total,Unmarried single,701
2013,50,Total,Unmarried single,634
2013,51,Total,Unmarried single,554
2013,52,Total,Unmarried single,550
2013,53,Total,Unmarried single,553
2013,54,Total,Unmarried single,526
2013,55,Total,Unmarried single,450
2013,56,Total,Unmarried single,444
2013,57,Total,Unmarried single,418
2013,58,Total,Unmarried single,378
2013,59,Total,Unmarried single,348
2013,60,Total,Unmarried single,346
2013,61,Total,Unmarried single,289
2013,62,Total,Unmarried single,278
2013,63,Total,Unmarried single,232
2013,64,Total,Unmarried single,226
2013,65,Total,Unmarried single,212
2013,66,Total,Unmarried single,188
2013,67,Total,Unmarried single,181
2013,68,Total,Unmarried single,152
2013,69,Total,Unmarried single,160
2013,70,Total,Unmarried single,147
2013,71,Total,Unmarried single,115
2013,72,Total,Unmarried single,91
2013,73,Total,Unmarried single,113
2013,74,Total,Unmarried single,122
2013,75,Total,Unmarried single,100
2013,76,Total,Unmarried single,101
2013,77,Total,Unmarried single,100
2013,78,Total,Unmarried single,110
2013,79,Total,Unmarried single,89
2013,80,Total,Unmarried single,108
2013,81,Total,Unmarried single,102
2013,82,Total,Unmarried single,104
2013,83,Total,Unmarried single,88
2013,84,Total,Unmarried single,88
2013,85,Total,Unmarried single,75
2013,86,Total,Unmarried single,69
2013,87,Total,Unmarried single,57
2013,88,Total,Unmarried single,59
2013,89,Total,Unmarried single,48
2013,90,Total,Unmarried single,37
2013,91,Total,Unmarried single,36
2013,92,Total,Unmarried single,24
2013,93,Total,Unmarried single,13
2013,94,Total,Unmarried single,21
2013,95,Total,Unmarried single,13
2013,96,Total,Unmarried single,12
2013,97,Total,Unmarried single,7
2013,98,Total,Unmarried single,2
2013,99,Total,Unmarried single,5
2013,100,Total,Unmarried single,1
2013,101,Total,Unmarried single,3
2013,102,Total,Unmarried single,1
2013,103,Total,Unmarried single,1
2013,104,Total,Unmarried single,0
2013,105,Total,Unmarried single,0
2013,106,Total,Unmarried single,0
2013,107,Total,Unmarried single,0
2013,108,Total,Unmarried single,0
2013,109,Total,Unmarried single,0
2013,Total,Males,Unmarried single,43668
2013,16,Males,Unmarried single,2327
2013,17,Males,Unmarried single,2292
2013,18,Males,Unmarried single,2369
2013,19,Males,Unmarried single,2415
2013,20,Males,Unmarried single,2420
2013,21,Males,Unmarried single,2320
2013,22,Males,Unmarried single,2346
2013,23,Males,Unmarried single,2087
2013,24,Males,Unmarried single,2067
2013,25,Males,Unmarried single,1702
2013,26,Males,Unmarried single,1436
2013,27,Males,Unmarried single,1282
2013,28,Males,Unmarried single,1259
2013,29,Males,Unmarried single,1124
2013,30,Males,Unmarried single,1095
2013,31,Males,Unmarried single,968
2013,32,Males,Unmarried single,934
2013,33,Males,Unmarried single,816
2013,34,Males,Unmarried single,669
2013,35,Males,Unmarried single,606
2013,36,Males,Unmarried single,605
2013,37,Males,Unmarried single,548
2013,38,Males,Unmarried single,484
2013,39,Males,Unmarried single,513
2013,40,Males,Unmarried single,471
2013,41,Males,Unmarried single,426
2013,42,Males,Unmarried single,361
2013,43,Males,Unmarried single,353
2013,44,Males,Unmarried single,385
2013,45,Males,Unmarried single,383
2013,46,Males,Unmarried single,418
2013,47,Males,Unmarried single,392
2013,48,Males,Unmarried single,354
2013,49,Males,Unmarried single,352
2013,50,Males,Unmarried single,351
2013,51,Males,Unmarried single,302
2013,52,Males,Unmarried single,311
2013,53,Males,Unmarried single,298
2013,54,Males,Unmarried single,309
2013,55,Males,Unmarried single,255
2013,56,Males,Unmarried single,239
2013,57,Males,Unmarried single,211
2013,58,Males,Unmarried single,209
2013,59,Males,Unmarried single,199
2013,60,Males,Unmarried single,188
2013,61,Males,Unmarried single,169
2013,62,Males,Unmarried single,166
2013,63,Males,Unmarried single,139
2013,64,Males,Unmarried single,129
2013,65,Males,Unmarried single,130
2013,66,Males,Unmarried single,129
2013,67,Males,Unmarried single,105
2013,68,Males,Unmarried single,91
2013,69,Males,Unmarried single,100
2013,70,Males,Unmarried single,98
2013,71,Males,Unmarried single,66
2013,72,Males,Unmarried single,52
2013,73,Males,Unmarried single,69
2013,74,Males,Unmarried single,76
2013,75,Males,Unmarried single,55
2013,76,Males,Unmarried single,59
2013,77,Males,Unmarried single,59
2013,78,Males,Unmarried single,61
2013,79,Males,Unmarried single,44
2013,80,Males,Unmarried single,54
2013,81,Males,Unmarried single,47
2013,82,Males,Unmarried single,45
2013,83,Males,Unmarried single,44
2013,84,Males,Unmarried single,46
2013,85,Males,Unmarried single,39
2013,86,Males,Unmarried single,27
2013,87,Males,Unmarried single,21
2013,88,Males,Unmarried single,28
2013,89,Males,Unmarried single,19
2013,90,Males,Unmarried single,14
2013,91,Males,Unmarried single,12
2013,92,Males,Unmarried single,6
2013,93,Males,Unmarried single,6
2013,94,Males,Unmarried single,7
2013,95,Males,Unmarried single,2
2013,96,Males,Unmarried single,0
2013,97,Males,Unmarried single,3
2013,98,Males,Unmarried single,0
2013,99,Males,Unmarried single,0
2013,100,Males,Unmarried single,0
2013,101,Males,Unmarried single,0
2013,102,Males,Unmarried single,0
2013,103,Males,Unmarried single,0
2013,104,Males,Unmarried single,0
2013,105,Males,Unmarried single,0
2013,106,Males,Unmarried single,0
2013,107,Males,Unmarried single,0
2013,108,Males,Unmarried single,0
2013,109,Males,Unmarried single,0
2013,Total,Females,Unmarried single,36734
2013,16,Females,Unmarried single,2184
2013,17,Females,Unmarried single,2144
2013,18,Females,Unmarried single,2248
2013,19,Females,Unmarried single,2333
2013,20,Females,Unmarried single,2179
2013,21,Females,Unmarried single,2039
2013,22,Females,Unmarried single,2045
2013,23,Females,Unmarried single,1771
2013,24,Females,Unmarried single,1606
2013,25,Females,Unmarried single,1292
2013,26,Females,Unmarried single,1132
2013,27,Females,Unmarried single,1047
2013,28,Females,Unmarried single,896
2013,29,Females,Unmarried single,903
2013,30,Females,Unmarried single,796
2013,31,Females,Unmarried single,659
2013,32,Females,Unmarried single,656
2013,33,Females,Unmarried single,622
2013,34,Females,Unmarried single,521
2013,35,Females,Unmarried single,480
2013,36,Females,Unmarried single,462
2013,37,Females,Unmarried single,456
2013,38,Females,Unmarried single,429
2013,39,Females,Unmarried single,389
2013,40,Females,Unmarried single,405
2013,41,Females,Unmarried single,337
2013,42,Females,Unmarried single,309
2013,43,Females,Unmarried single,328
2013,44,Females,Unmarried single,337
2013,45,Females,Unmarried single,318
2013,46,Females,Unmarried single,342
2013,47,Females,Unmarried single,309
2013,48,Females,Unmarried single,319
2013,49,Females,Unmarried single,349
2013,50,Females,Unmarried single,283
2013,51,Females,Unmarried single,252
2013,52,Females,Unmarried single,239
2013,53,Females,Unmarried single,255
2013,54,Females,Unmarried single,217
2013,55,Females,Unmarried single,195
2013,56,Females,Unmarried single,205
2013,57,Females,Unmarried single,207
2013,58,Females,Unmarried single,169
2013,59,Females,Unmarried single,149
2013,60,Females,Unmarried single,158
2013,61,Females,Unmarried single,120
2013,62,Females,Unmarried single,112
2013,63,Females,Unmarried single,93
2013,64,Females,Unmarried single,97
2013,65,Females,Unmarried single,82
2013,66,Females,Unmarried single,59
2013,67,Females,Unmarried single,76
2013,68,Females,Unmarried single,61
2013,69,Females,Unmarried single,60
2013,70,Females,Unmarried single,49
2013,71,Females,Unmarried single,49
2013,72,Females,Unmarried single,39
2013,73,Females,Unmarried single,44
2013,74,Females,Unmarried single,46
2013,75,Females,Unmarried single,45
2013,76,Females,Unmarried single,42
2013,77,Females,Unmarried single,41
2013,78,Females,Unmarried single,49
2013,79,Females,Unmarried single,45
2013,80,Females,Unmarried single,54
2013,81,Females,Unmarried single,55
2013,82,Females,Unmarried single,59
2013,83,Females,Unmarried single,44
2013,84,Females,Unmarried single,42
2013,85,Females,Unmarried single,36
2013,86,Females,Unmarried single,42
2013,87,Females,Unmarried single,36
2013,88,Females,Unmarried single,31
2013,89,Females,Unmarried single,29
2013,90,Females,Unmarried single,23
2013,91,Females,Unmarried single,24
2013,92,Females,Unmarried single,18
2013,93,Females,Unmarried single,7
2013,94,Females,Unmarried single,14
2013,95,Females,Unmarried single,11
2013,96,Females,Unmarried single,12
2013,97,Females,Unmarried single,4
2013,98,Females,Unmarried single,2
2013,99,Females,Unmarried single,5
2013,100,Females,Unmarried single,1
2013,101,Females,Unmarried single,3
2013,102,Females,Unmarried single,1
2013,103,Females,Unmarried single,1
2013,104,Females,Unmarried single,0
2013,105,Females,Unmarried single,0
2013,106,Females,Unmarried single,0
2013,107,Females,Unmarried single,0
2013,108,Females,Unmarried single,0
2013,109,Females,Unmarried single,0
2013,Total,Total,Unmarried in consensual union,23223
2013,16,Total,Unmarried in consensual union,0
2013,17,Total,Unmarried in consensual union,0
2013,18,Total,Unmarried in consensual union,13
2013,19,Total,Unmarried in consensual union,54
2013,20,Total,Unmarried in consensual union,117
2013,21,Total,Unmarried in consensual union,198
2013,22,Total,Unmarried in consensual union,361
2013,23,Total,Unmarried in consensual union,475
2013,24,Total,Unmarried in consensual union,644
2013,25,Total,Unmarried in consensual union,745
2013,26,Total,Unmarried in consensual union,912
2013,27,Total,Unmarried in consensual union,1021
2013,28,Total,Unmarried in consensual union,1099
2013,29,Total,Unmarried in consensual union,1203
2013,30,Total,Unmarried in consensual union,1146
2013,31,Total,Unmarried in consensual union,1196
2013,32,Total,Unmarried in consensual union,1118
2013,33,Total,Unmarried in consensual union,1013
2013,34,Total,Unmarried in consensual union,887
2013,35,Total,Unmarried in consensual union,774
2013,36,Total,Unmarried in consensual union,794
2013,37,Total,Unmarried in consensual union,814
2013,38,Total,Unmarried in consensual union,711
2013,39,Total,Unmarried in consensual union,709
2013,40,Total,Unmarried in consensual union,625
2013,41,Total,Unmarried in consensual union,537
2013,42,Total,Unmarried in consensual union,468
2013,43,Total,Unmarried in consensual union,485
2013,44,Total,Unmarried in consensual union,449
2013,45,Total,Unmarried in consensual union,418
2013,46,Total,Unmarried in consensual union,379
2013,47,Total,Unmarried in consensual union,395
2013,48,Total,Unmarried in consensual union,346
2013,49,Total,Unmarried in consensual union,326
2013,50,Total,Unmarried in consensual union,306
2013,51,Total,Unmarried in consensual union,274
2013,52,Total,Unmarried in consensual union,265
2013,53,Total,Unmarried in consensual union,267
2013,54,Total,Unmarried in consensual union,215
2013,55,Total,Unmarried in consensual union,198
2013,56,Total,Unmarried in consensual union,189
2013,57,Total,Unmarried in consensual union,178
2013,58,Total,Unmarried in consensual union,134
2013,59,Total,Unmarried in consensual union,119
2013,60,Total,Unmarried in consensual union,96
2013,61,Total,Unmarried in consensual union,65
2013,62,Total,Unmarried in consensual union,77
2013,63,Total,Unmarried in consensual union,59
2013,64,Total,Unmarried in consensual union,45
2013,65,Total,Unmarried in consensual union,43
2013,66,Total,Unmarried in consensual union,29
2013,67,Total,Unmarried in consensual union,26
2013,68,Total,Unmarried in consensual union,32
2013,69,Total,Unmarried in consensual union,19
2013,70,Total,Unmarried in consensual union,16
2013,71,Total,Unmarried in consensual union,16
2013,72,Total,Unmarried in consensual union,9
2013,73,Total,Unmarried in consensual union,23
2013,74,Total,Unmarried in consensual union,9
2013,75,Total,Unmarried in consensual union,4
2013,76,Total,Unmarried in consensual union,11
2013,77,Total,Unmarried in consensual union,7
2013,78,Total,Unmarried in consensual union,10
2013,79,Total,Unmarried in consensual union,11
2013,80,Total,Unmarried in consensual union,8
2013,81,Total,Unmarried in consensual union,3
2013,82,Total,Unmarried in consensual union,11
2013,83,Total,Unmarried in consensual union,4
2013,84,Total,Unmarried in consensual union,1
2013,85,Total,Unmarried in consensual union,4
2013,86,Total,Unmarried in consensual union,2
2013,87,Total,Unmarried in consensual union,4
2013,88,Total,Unmarried in consensual union,0
2013,89,Total,Unmarried in consensual union,0
2013,90,Total,Unmarried in consensual union,1
2013,91,Total,Unmarried in consensual union,0
2013,92,Total,Unmarried in consensual union,1
2013,93,Total,Unmarried in consensual union,0
2013,94,Total,Unmarried in consensual union,0
2013,95,Total,Unmarried in consensual union,0
2013,96,Total,Unmarried in consensual union,0
2013,97,Total,Unmarried in consensual union,0
2013,98,Total,Unmarried in consensual union,0
2013,99,Total,Unmarried in consensual union,0
2013,100,Total,Unmarried in consensual union,0
2013,101,Total,Unmarried in consensual union,0
2013,102,Total,Unmarried in consensual union,0
2013,103,Total,Unmarried in consensual union,0
2013,104,Total,Unmarried in consensual union,0
2013,105,Total,Unmarried in consensual union,0
2013,106,Total,Unmarried in consensual union,0
2013,107,Total,Unmarried in consensual union,0
2013,108,Total,Unmarried in consensual union,0
2013,109,Total,Unmarried in consensual union,0
2013,Total,Males,Unmarried in consensual union,11514
2013,16,Males,Unmarried in consensual union,0
2013,17,Males,Unmarried in consensual union,0
2013,18,Males,Unmarried in consensual union,2
2013,19,Males,Unmarried in consensual union,8
2013,20,Males,Unmarried in consensual union,30
2013,21,Males,Unmarried in consensual union,52
2013,22,Males,Unmarried in consensual union,121
2013,23,Males,Unmarried in consensual union,157
2013,24,Males,Unmarried in consensual union,223
2013,25,Males,Unmarried in consensual union,313
2013,26,Males,Unmarried in consensual union,372
2013,27,Males,Unmarried in consensual union,439
2013,28,Males,Unmarried in consensual union,483
2013,29,Males,Unmarried in consensual union,587
2013,30,Males,Unmarried in consensual union,590
2013,31,Males,Unmarried in consensual union,614
2013,32,Males,Unmarried in consensual union,556
2013,33,Males,Unmarried in consensual union,532
2013,34,Males,Unmarried in consensual union,453
2013,35,Males,Unmarried in consensual union,391
2013,36,Males,Unmarried in consensual union,438
2013,37,Males,Unmarried in consensual union,433
2013,38,Males,Unmarried in consensual union,397
2013,39,Males,Unmarried in consensual union,366
2013,40,Males,Unmarried in consensual union,347
2013,41,Males,Unmarried in consensual union,287
2013,42,Males,Unmarried in consensual union,255
2013,43,Males,Unmarried in consensual union,257
2013,44,Males,Unmarried in consensual union,240
2013,45,Males,Unmarried in consensual union,226
2013,46,Males,Unmarried in consensual union,195
2013,47,Males,Unmarried in consensual union,213
2013,48,Males,Unmarried in consensual union,164
2013,49,Males,Unmarried in consensual union,182
2013,50,Males,Unmarried in consensual union,157
2013,51,Males,Unmarried in consensual union,141
2013,52,Males,Unmarried in consensual union,156
2013,53,Males,Unmarried in consensual union,144
2013,54,Males,Unmarried in consensual union,113
2013,55,Males,Unmarried in consensual union,121
2013,56,Males,Unmarried in consensual union,108
2013,57,Males,Unmarried in consensual union,98
2013,58,Males,Unmarried in consensual union,82
2013,59,Males,Unmarried in consensual union,74
2013,60,Males,Unmarried in consensual union,58
2013,61,Males,Unmarried in consensual union,37
2013,62,Males,Unmarried in consensual union,41
2013,63,Males,Unmarried in consensual union,38
2013,64,Males,Unmarried in consensual union,23
2013,65,Males,Unmarried in consensual union,30
2013,66,Males,Unmarried in consensual union,17
2013,67,Males,Unmarried in consensual union,13
2013,68,Males,Unmarried in consensual union,21
2013,69,Males,Unmarried in consensual union,11
2013,70,Males,Unmarried in consensual union,11
2013,71,Males,Unmarried in consensual union,12
2013,72,Males,Unmarried in consensual union,7
2013,73,Males,Unmarried in consensual union,15
2013,74,Males,Unmarried in consensual union,5
2013,75,Males,Unmarried in consensual union,4
2013,76,Males,Unmarried in consensual union,6
2013,77,Males,Unmarried in consensual union,5
2013,78,Males,Unmarried in consensual union,8
2013,79,Males,Unmarried in consensual union,8
2013,80,Males,Unmarried in consensual union,4
2013,81,Males,Unmarried in consensual union,2
2013,82,Males,Unmarried in consensual union,9
2013,83,Males,Unmarried in consensual union,2
2013,84,Males,Unmarried in consensual union,1
2013,85,Males,Unmarried in consensual union,3
2013,86,Males,Unmarried in consensual union,1
2013,87,Males,Unmarried in consensual union,3
2013,88,Males,Unmarried in consensual union,0
2013,89,Males,Unmarried in consensual union,0
2013,90,Males,Unmarried in consensual union,1
2013,91,Males,Unmarried in consensual union,0
2013,92,Males,Unmarried in consensual union,1
2013,93,Males,Unmarried in consensual union,0
2013,94,Males,Unmarried in consensual union,0
2013,95,Males,Unmarried in consensual union,0
2013,96,Males,Unmarried in consensual union,0
2013,97,Males,Unmarried in consensual union,0
2013,98,Males,Unmarried in consensual union,0
2013,99,Males,Unmarried in consensual union,0
2013,100,Males,Unmarried in consensual union,0
2013,101,Males,Unmarried in consensual union,0
2013,102,Males,Unmarried in consensual union,0
2013,103,Males,Unmarried in consensual union,0
2013,104,Males,Unmarried in consensual union,0
2013,105,Males,Unmarried in consensual union,0
2013,106,Males,Unmarried in consensual union,0
2013,107,Males,Unmarried in consensual union,0
2013,108,Males,Unmarried in consensual union,0
2013,109,Males,Unmarried in consensual union,0
2013,Total,Females,Unmarried in consensual union,11709
2013,16,Females,Unmarried in consensual union,0
2013,17,Females,Unmarried in consensual union,0
2013,18,Females,Unmarried in consensual union,11
2013,19,Females,Unmarried in consensual union,46
2013,20,Females,Unmarried in consensual union,87
2013,21,Females,Unmarried in consensual union,146
2013,22,Females,Unmarried in consensual union,240
2013,23,Females,Unmarried in consensual union,318
2013,24,Females,Unmarried in consensual union,421
2013,25,Females,Unmarried in consensual union,432
2013,26,Females,Unmarried in consensual union,540
2013,27,Females,Unmarried in consensual union,582
2013,28,Females,Unmarried in consensual union,616
2013,29,Females,Unmarried in consensual union,616
2013,30,Females,Unmarried in consensual union,556
2013,31,Females,Unmarried in consensual union,582
2013,32,Females,Unmarried in consensual union,562
2013,33,Females,Unmarried in consensual union,481
2013,34,Females,Unmarried in consensual union,434
2013,35,Females,Unmarried in consensual union,383
2013,36,Females,Unmarried in consensual union,356
2013,37,Females,Unmarried in consensual union,381
2013,38,Females,Unmarried in consensual union,314
2013,39,Females,Unmarried in consensual union,343
2013,40,Females,Unmarried in consensual union,278
2013,41,Females,Unmarried in consensual union,250
2013,42,Females,Unmarried in consensual union,213
2013,43,Females,Unmarried in consensual union,228
2013,44,Females,Unmarried in consensual union,209
2013,45,Females,Unmarried in consensual union,192
2013,46,Females,Unmarried in consensual union,184
2013,47,Females,Unmarried in consensual union,182
2013,48,Females,Unmarried in consensual union,182
2013,49,Females,Unmarried in consensual union,144
2013,50,Females,Unmarried in consensual union,149
2013,51,Females,Unmarried in consensual union,133
2013,52,Females,Unmarried in consensual union,109
2013,53,Females,Unmarried in consensual union,123
2013,54,Females,Unmarried in consensual union,102
2013,55,Females,Unmarried in consensual union,77
2013,56,Females,Unmarried in consensual union,81
2013,57,Females,Unmarried in consensual union,80
2013,58,Females,Unmarried in consensual union,52
2013,59,Females,Unmarried in consensual union,45
2013,60,Females,Unmarried in consensual union,38
2013,61,Females,Unmarried in consensual union,28
2013,62,Females,Unmarried in consensual union,36
2013,63,Females,Unmarried in consensual union,21
2013,64,Females,Unmarried in consensual union,22
2013,65,Females,Unmarried in consensual union,13
2013,66,Females,Unmarried in consensual union,12
2013,67,Females,Unmarried in consensual union,13
2013,68,Females,Unmarried in consensual union,11
2013,69,Females,Unmarried in consensual union,8
2013,70,Females,Unmarried in consensual union,5
2013,71,Females,Unmarried in consensual union,4
2013,72,Females,Unmarried in consensual union,2
2013,73,Females,Unmarried in consensual union,8
2013,74,Females,Unmarried in consensual union,4
2013,75,Females,Unmarried in consensual union,0
2013,76,Females,Unmarried in consensual union,5
2013,77,Females,Unmarried in consensual union,2
2013,78,Females,Unmarried in consensual union,2
2013,79,Females,Unmarried in consensual union,3
2013,80,Females,Unmarried in consensual union,4
2013,81,Females,Unmarried in consensual union,1
2013,82,Females,Unmarried in consensual union,2
2013,83,Females,Unmarried in consensual union,2
2013,84,Females,Unmarried in consensual union,0
2013,85,Females,Unmarried in consensual union,1
2013,86,Females,Unmarried in consensual union,1
2013,87,Females,Unmarried in consensual union,1
2013,88,Females,Unmarried in consensual union,0
2013,89,Females,Unmarried in consensual union,0
2013,90,Females,Unmarried in consensual union,0
2013,91,Females,Unmarried in consensual union,0
2013,92,Females,Unmarried in consensual union,0
2013,93,Females,Unmarried in consensual union,0
2013,94,Females,Unmarried in consensual union,0
2013,95,Females,Unmarried in consensual union,0
2013,96,Females,Unmarried in consensual union,0
2013,97,Females,Unmarried in consensual union,0
2013,98,Females,Unmarried in consensual union,0
2013,99,Females,Unmarried in consensual union,0
2013,100,Females,Unmarried in consensual union,0
2013,101,Females,Unmarried in consensual union,0
2013,102,Females,Unmarried in consensual union,0
2013,103,Females,Unmarried in consensual union,0
2013,104,Females,Unmarried in consensual union,0
2013,105,Females,Unmarried in consensual union,0
2013,106,Females,Unmarried in consensual union,0
2013,107,Females,Unmarried in consensual union,0
2013,108,Females,Unmarried in consensual union,0
2013,109,Females,Unmarried in consensual union,0
2013,Total,Total,Married living with spouse,104686
2013,16,Total,Married living with spouse,0
2013,17,Total,Married living with spouse,0
2013,18,Total,Married living with spouse,4
2013,19,Total,Married living with spouse,8
2013,20,Total,Married living with spouse,17
2013,21,Total,Married living with spouse,40
2013,22,Total,Married living with spouse,81
2013,23,Total,Married living with spouse,145
2013,24,Total,Married living with spouse,217
2013,25,Total,Married living with spouse,334
2013,26,Total,Married living with spouse,432
2013,27,Total,Married living with spouse,572
2013,28,Total,Married living with spouse,804
2013,29,Total,Married living with spouse,955
2013,30,Total,Married living with spouse,1205
2013,31,Total,Married living with spouse,1347
2013,32,Total,Married living with spouse,1632
2013,33,Total,Married living with spouse,1665
2013,34,Total,Married living with spouse,1683
2013,35,Total,Married living with spouse,1725
2013,36,Total,Married living with spouse,1936
2013,37,Total,Married living with spouse,1953
2013,38,Total,Married living with spouse,1990
2013,39,Total,Married living with spouse,2254
2013,40,Total,Married living with spouse,2364
2013,41,Total,Married living with spouse,2185
2013,42,Total,Married living with spouse,2117
2013,43,Total,Married living with spouse,2223
2013,44,Total,Married living with spouse,2149
2013,45,Total,Married living with spouse,2275
2013,46,Total,Married living with spouse,2532
2013,47,Total,Married living with spouse,2473
2013,48,Total,Married living with spouse,2598
2013,49,Total,Married living with spouse,2589
2013,50,Total,Married living with spouse,2550
2013,51,Total,Married living with spouse,2481
2013,52,Total,Married living with spouse,2616
2013,53,Total,Married living with spouse,2626
2013,54,Total,Married living with spouse,2574
2013,55,Total,Married living with spouse,2567
2013,56,Total,Married living with spouse,2565
2013,57,Total,Married living with spouse,2450
2013,58,Total,Married living with spouse,2401
2013,59,Total,Married living with spouse,2458
2013,60,Total,Married living with spouse,2277
2013,61,Total,Married living with spouse,2278
2013,62,Total,Married living with spouse,2292
2013,63,Total,Married living with spouse,2239
2013,64,Total,Married living with spouse,2150
2013,65,Total,Married living with spouse,2036
2013,66,Total,Married living with spouse,1891
2013,67,Total,Married living with spouse,1848
2013,68,Total,Married living with spouse,1656
2013,69,Total,Married living with spouse,1536
2013,70,Total,Married living with spouse,1455
2013,71,Total,Married living with spouse,1237
2013,72,Total,Married living with spouse,1164
2013,73,Total,Married living with spouse,1047
2013,74,Total,Married living with spouse,1023
2013,75,Total,Married living with spouse,975
2013,76,Total,Married living with spouse,950
2013,77,Total,Married living with spouse,860
2013,78,Total,Married living with spouse,788
2013,79,Total,Married living with spouse,761
2013,80,Total,Married living with spouse,717
2013,81,Total,Married living with spouse,670
2013,82,Total,Married living with spouse,609
2013,83,Total,Married living with spouse,526
2013,84,Total,Married living with spouse,445
2013,85,Total,Married living with spouse,358
2013,86,Total,Married living with spouse,285
2013,87,Total,Married living with spouse,237
2013,88,Total,Married living with spouse,152
2013,89,Total,Married living with spouse,150
2013,90,Total,Married living with spouse,106
2013,91,Total,Married living with spouse,58
2013,92,Total,Married living with spouse,42
2013,93,Total,Married living with spouse,33
2013,94,Total,Married living with spouse,17
2013,95,Total,Married living with spouse,10
2013,96,Total,Married living with spouse,9
2013,97,Total,Married living with spouse,3
2013,98,Total,Married living with spouse,1
2013,99,Total,Married living with spouse,3
2013,100,Total,Married living with spouse,0
2013,101,Total,Married living with spouse,0
2013,102,Total,Married living with spouse,0
2013,103,Total,Married living with spouse,0
2013,104,Total,Married living with spouse,0
2013,105,Total,Married living with spouse,0
2013,106,Total,Married living with spouse,0
2013,107,Total,Married living with spouse,0
2013,108,Total,Married living with spouse,0
2013,109,Total,Married living with spouse,0
2013,Total,Males,Married living with spouse,52327
2013,16,Males,Married living with spouse,0
2013,17,Males,Married living with spouse,0
2013,18,Males,Married living with spouse,1
2013,19,Males,Married living with spouse,0
2013,20,Males,Married living with spouse,6
2013,21,Males,Married living with spouse,8
2013,22,Males,Married living with spouse,23
2013,23,Males,Married living with spouse,39
2013,24,Males,Married living with spouse,67
2013,25,Males,Married living with spouse,97
2013,26,Males,Married living with spouse,150
2013,27,Males,Married living with spouse,182
2013,28,Males,Married living with spouse,291
2013,29,Males,Married living with spouse,387
2013,30,Males,Married living with spouse,486
2013,31,Males,Married living with spouse,595
2013,32,Males,Married living with spouse,729
2013,33,Males,Married living with spouse,754
2013,34,Males,Married living with spouse,769
2013,35,Males,Married living with spouse,789
2013,36,Males,Married living with spouse,905
2013,37,Males,Married living with spouse,927
2013,38,Males,Married living with spouse,955
2013,39,Males,Married living with spouse,1098
2013,40,Males,Married living with spouse,1118
2013,41,Males,Married living with spouse,1093
2013,42,Males,Married living with spouse,1056
2013,43,Males,Married living with spouse,1080
2013,44,Males,Married living with spouse,1094
2013,45,Males,Married living with spouse,1075
2013,46,Males,Married living with spouse,1215
2013,47,Males,Married living with spouse,1249
2013,48,Males,Married living with spouse,1235
2013,49,Males,Married living with spouse,1272
2013,50,Males,Married living with spouse,1248
2013,51,Males,Married living with spouse,1239
2013,52,Males,Married living with spouse,1313
2013,53,Males,Married living with spouse,1337
2013,54,Males,Married living with spouse,1246
2013,55,Males,Married living with spouse,1315
2013,56,Males,Married living with spouse,1311
2013,57,Males,Married living with spouse,1253
2013,58,Males,Married living with spouse,1237
2013,59,Males,Married living with spouse,1258
