Year,Month,Citizenship,n_passengers
2007,Mar,Singapore,
2007,Mar,Spain,199
2007,Mar,South Korea,
2007,Mar,Switzerland,120
2007,Mar,Sweden,1838
2007,Mar,Taiwan,
2007,Mar,Germany,1314
2007,Mar,Other countries,3064
2007,Apr,Passenger total,64920
2007,Apr,Iceland,37256
2007,Apr,Foreigners,27664
2007,Apr,Austria,
2007,Apr,Australia / New Zealand,
2007,Apr,U.S.A.,2934
2007,Apr,Belgium,
2007,Apr,U.K.,7547
2007,Apr,Denmark,2832
2007,Apr,Estonia / Latvia / Lithuania,
2007,Apr,Finland,534
2007,Apr,France,1248
2007,Apr,Netherlands,654
2007,Apr,Hong Kong,
2007,Apr,India,
2007,Apr,Ireland,
2007,Apr,Israel,
2007,Apr,Italy,238
2007,Apr,Japan,308
2007,Apr,Canada,205
2007,Apr,China,245
2007,Apr,Norway,2432
2007,Apr,Poland,1619
2007,Apr,Russia,
2007,Apr,Singapore,
2007,Apr,Spain,237
2007,Apr,South Korea,
2007,Apr,Switzerland,129
2007,Apr,Sweden,1867
2007,Apr,Taiwan,
2007,Apr,Germany,1390
2007,Apr,Other countries,3245
2007,May,Passenger total,74202
2007,May,Iceland,39946
2007,May,Foreigners,34256
2007,May,Austria,
2007,May,Australia / New Zealand,
2007,May,U.S.A.,4754
2007,May,Belgium,
2007,May,U.K.,4997
2007,May,Denmark,3016
2007,May,Estonia / Latvia / Lithuania,
2007,May,Finland,1077
2007,May,France,1471
2007,May,Netherlands,1256
2007,May,Hong Kong,
2007,May,India,
2007,May,Ireland,
2007,May,Israel,
2007,May,Italy,429
2007,May,Japan,315
2007,May,Canada,500
2007,May,China,381
2007,May,Norway,3439
2007,May,Poland,1197
2007,May,Russia,
2007,May,Singapore,
2007,May,Spain,515
2007,May,South Korea,
2007,May,Switzerland,247
2007,May,Sweden,2911
2007,May,Taiwan,
2007,May,Germany,2365
2007,May,Other countries,5386
2007,Jun,Passenger total,110496
2007,Jun,Iceland,54769
2007,Jun,Foreigners,55727
2007,Jun,Austria,
2007,Jun,Australia / New Zealand,
2007,Jun,U.S.A.,8788
2007,Jun,Belgium,
2007,Jun,U.K.,6594
2007,Jun,Denmark,4632
2007,Jun,Estonia / Latvia / Lithuania,
2007,Jun,Finland,1498
2007,Jun,France,2189
2007,Jun,Netherlands,1727
2007,Jun,Hong Kong,
2007,Jun,India,
2007,Jun,Ireland,
2007,Jun,Israel,
2007,Jun,Italy,1111
2007,Jun,Japan,463
2007,Jun,Canada,993
2007,Jun,China,1779
2007,Jun,Norway,4378
2007,Jun,Poland,2080
2007,Jun,Russia,
2007,Jun,Singapore,
2007,Jun,Spain,684
2007,Jun,South Korea,
2007,Jun,Switzerland,841
2007,Jun,Sweden,4056
2007,Jun,Taiwan,
2007,Jun,Germany,5347
2007,Jun,Other countries,8567
2007,Jul,Passenger total,130072
2007,Jul,Iceland,49311
2007,Jul,Foreigners,80761
2007,Jul,Austria,
2007,Jul,Australia / New Zealand,
2007,Jul,U.S.A.,8548
2007,Jul,Belgium,
2007,Jul,U.K.,8775
2007,Jul,Denmark,7583
2007,Jul,Estonia / Latvia / Lithuania,
2007,Jul,Finland,1700
2007,Jul,France,5917
2007,Jul,Netherlands,3103
2007,Jul,Hong Kong,
2007,Jul,India,
2007,Jul,Ireland,
2007,Jul,Israel,
2007,Jul,Italy,2079
2007,Jul,Japan,707
2007,Jul,Canada,1173
2007,Jul,China,1873
2007,Jul,Norway,4817
2007,Jul,Poland,2907
2007,Jul,Russia,
2007,Jul,Singapore,
2007,Jul,Spain,1986
2007,Jul,South Korea,
2007,Jul,Switzerland,2283
2007,Jul,Sweden,5129
2007,Jul,Taiwan,
2007,Jul,Germany,10438
2007,Jul,Other countries,11743
2007,Aug,Passenger total,128628
2007,Aug,Iceland,47357
2007,Aug,Foreigners,81271
2007,Aug,Austria,
2007,Aug,Australia / New Zealand,
2007,Aug,U.S.A.,8282
2007,Aug,Belgium,
2007,Aug,U.K.,8813
2007,Aug,Denmark,5432
2007,Aug,Estonia / Latvia / Lithuania,
2007,Aug,Finland,1287
2007,Aug,France,6487
2007,Aug,Netherlands,2929
2007,Aug,Hong Kong,
2007,Aug,India,
2007,Aug,Ireland,
2007,Aug,Israel,
2007,Aug,Italy,4339
2007,Aug,Japan,758
2007,Aug,Canada,1358
2007,Aug,China,1732
2007,Aug,Norway,4279
2007,Aug,Poland,2105
2007,Aug,Russia,
2007,Aug,Singapore,
2007,Aug,Spain,3887
2007,Aug,South Korea,
2007,Aug,Switzerland,2029
2007,Aug,Sweden,4968
2007,Aug,Taiwan,
2007,Aug,Germany,11140
2007,Aug,Other countries,11446
2007,Sep,Passenger total,73869
2007,Sep,Iceland,34801
2007,Sep,Foreigners,39065
2007,Sep,Austria,
2007,Sep,Australia / New Zealand,
2007,Sep,U.S.A.,4996
2007,Sep,Belgium,
2007,Sep,U.K.,5602
2007,Sep,Denmark,3926
2007,Sep,Estonia / Latvia / Lithuania,
2007,Sep,Finland,1085
2007,Sep,France,1173
2007,Sep,Netherlands,1443
2007,Sep,Hong Kong,
2007,Sep,India,
2007,Sep,Ireland,
2007,Sep,Israel,
2007,Sep,Italy,743
2007,Sep,Japan,467
2007,Sep,Canada,614
2007,Sep,China,1321
2007,Sep,Norway,3291
2007,Sep,Poland,1300
2007,Sep,Russia,
2007,Sep,Singapore,
2007,Sep,Spain,1133
2007,Sep,South Korea,
2007,Sep,Switzerland,498
2007,Sep,Sweden,3367
2007,Sep,Taiwan,
2007,Sep,Germany,3191
2007,Sep,Other countries,4915
2007,Oct,Passenger total,76724
2007,Oct,Iceland,42549
2007,Oct,Foreigners,34175
2007,Oct,Austria,
2007,Oct,Australia / New Zealand,
2007,Oct,U.S.A.,3432
2007,Oct,Belgium,
2007,Oct,U.K.,7309
2007,Oct,Denmark,3739
2007,Oct,Estonia / Latvia / Lithuania,
2007,Oct,Finland,1028
2007,Oct,France,776
2007,Oct,Netherlands,822
2007,Oct,Hong Kong,
2007,Oct,India,
2007,Oct,Ireland,
2007,Oct,Israel,
2007,Oct,Italy,276
2007,Oct,Japan,371
2007,Oct,Canada,351
2007,Oct,China,1150
2007,Oct,Norway,3113
2007,Oct,Poland,1121
2007,Oct,Russia,
2007,Oct,Singapore,
2007,Oct,Spain,220
2007,Oct,South Korea,
2007,Oct,Switzerland,198
2007,Oct,Sweden,3397
2007,Oct,Taiwan,
2007,Oct,Germany,1382
2007,Oct,Other countries,5490
2007,Nov,Passenger total,64052
2007,Nov,Iceland,40943
2007,Nov,Foreigners,23109
2007,Nov,Austria,
2007,Nov,Australia / New Zealand,
2007,Nov,U.S.A.,2374
2007,Nov,Belgium,
2007,Nov,U.K.,5150
2007,Nov,Denmark,2132
2007,Nov,Estonia / Latvia / Lithuania,
2007,Nov,Finland,456
2007,Nov,France,696
2007,Nov,Netherlands,457
2007,Nov,Hong Kong,
2007,Nov,India,
2007,Nov,Ireland,
2007,Nov,Israel,
2007,Nov,Italy,199
2007,Nov,Japan,402
2007,Nov,Canada,321
2007,Nov,China,522
2007,Nov,Norway,2213
2007,Nov,Poland,764
2007,Nov,Russia,
2007,Nov,Singapore,
2007,Nov,Spain,159
2007,Nov,South Korea,
2007,Nov,Switzerland,91
2007,Nov,Sweden,2025
2007,Nov,Taiwan,
2007,Nov,Germany,995
2007,Nov,Other countries,4153
2007,Dec,Passenger total,51933
2007,Dec,Iceland,29119
2007,Dec,Foreigners,22814
2007,Dec,Austria,
2007,Dec,Australia / New Zealand,
2007,Dec,U.S.A.,1531
2007,Dec,Belgium,
2007,Dec,U.K.,3487
2007,Dec,Denmark,1527
2007,Dec,Estonia / Latvia / Lithuania,
2007,Dec,Finland,287
2007,Dec,France,563
2007,Dec,Netherlands,399
2007,Dec,Hong Kong,
2007,Dec,India,
2007,Dec,Ireland,
2007,Dec,Israel,
2007,Dec,Italy,165
2007,Dec,Japan,588
2007,Dec,Canada,294
2007,Dec,China,414
2007,Dec,Norway,1270
2007,Dec,Poland,5303
2007,Dec,Russia,
2007,Dec,Singapore,
2007,Dec,Spain,158
2007,Dec,South Korea,
2007,Dec,Switzerland,108
2007,Dec,Sweden,1144
2007,Dec,Taiwan,
2007,Dec,Germany,1050
2007,Dec,Other countries,4526
2008,Jan,Passenger total,51292
2008,Jan,Iceland,31003
2008,Jan,Foreigners,20289
2008,Jan,Austria,
2008,Jan,Australia / New Zealand,
2008,Jan,U.S.A.,2130
2008,Jan,Belgium,
2008,Jan,U.K.,3872
2008,Jan,Denmark,1941
2008,Jan,Estonia / Latvia / Lithuania,
2008,Jan,Finland,288
2008,Jan,France,1040
2008,Jan,Netherlands,573
2008,Jan,Hong Kong,
2008,Jan,India,
2008,Jan,Ireland,
2008,Jan,Israel,
2008,Jan,Italy,291
2008,Jan,Japan,768
2008,Jan,Canada,316
2008,Jan,China,226
2008,Jan,Norway,1660
2008,Jan,Poland,808
2008,Jan,Russia,
2008,Jan,Singapore,
2008,Jan,Spain,166
2008,Jan,South Korea,
2008,Jan,Switzerland,195
2008,Jan,Sweden,1544
2008,Jan,Taiwan,
2008,Jan,Germany,1162
2008,Jan,Other countries,3309
2008,Feb,Passenger total,52783
2008,Feb,Iceland,32471
2008,Feb,Foreigners,20312
2008,Feb,Austria,
2008,Feb,Australia / New Zealand,
2008,Feb,U.S.A.,1502
2008,Feb,Belgium,
2008,Feb,U.K.,5797
2008,Feb,Denmark,1762
2008,Feb,Estonia / Latvia / Lithuania,
2008,Feb,Finland,586
2008,Feb,France,1074
2008,Feb,Netherlands,655
2008,Feb,Hong Kong,
2008,Feb,India,
2008,Feb,Ireland,
2008,Feb,Israel,
2008,Feb,Italy,160
2008,Feb,Japan,668
2008,Feb,Canada,225
2008,Feb,China,133
2008,Feb,Norway,1907
2008,Feb,Poland,725
2008,Feb,Russia,
2008,Feb,Singapore,
2008,Feb,Spain,172
2008,Feb,South Korea,
2008,Feb,Switzerland,103
2008,Feb,Sweden,1468
2008,Feb,Taiwan,
2008,Feb,Germany,1094
2008,Feb,Other countries,2281
2008,Mar,Passenger total,64254
2008,Mar,Iceland,38635
2008,Mar,Foreigners,25619
2008,Mar,Austria,
2008,Mar,Australia / New Zealand,
2008,Mar,U.S.A.,2112
2008,Mar,Belgium,
2008,Mar,U.K.,5703
2008,Mar,Denmark,2307
2008,Mar,Estonia / Latvia / Lithuania,
2008,Mar,Finland,711
2008,Mar,France,1093
2008,Mar,Netherlands,1075
2008,Mar,Hong Kong,
2008,Mar,India,
2008,Mar,Ireland,
2008,Mar,Israel,
2008,Mar,Italy,242
2008,Mar,Japan,702
2008,Mar,Canada,210
2008,Mar,China,145
2008,Mar,Norway,1994
2008,Mar,Poland,2077
2008,Mar,Russia,
2008,Mar,Singapore,
2008,Mar,Spain,299
2008,Mar,South Korea,
2008,Mar,Switzerland,98
2008,Mar,Sweden,1570
2008,Mar,Taiwan,
2008,Mar,Germany,1568
2008,Mar,Other countries,3713
2008,Apr,Passenger total,60976
2008,Apr,Iceland,34891
2008,Apr,Foreigners,26085
2008,Apr,Austria,
2008,Apr,Australia / New Zealand,
2008,Apr,U.S.A.,2111
2008,Apr,Belgium,
2008,Apr,U.K.,5817
2008,Apr,Denmark,2583
2008,Apr,Estonia / Latvia / Lithuania,
2008,Apr,Finland,804
2008,Apr,France,1204
2008,Apr,Netherlands,956
2008,Apr,Hong Kong,
2008,Apr,India,
2008,Apr,Ireland,
2008,Apr,Israel,
2008,Apr,Italy,279
2008,Apr,Japan,172
2008,Apr,Canada,350
2008,Apr,China,320
2008,Apr,Norway,3001
2008,Apr,Poland,1292
2008,Apr,Russia,
2008,Apr,Singapore,
2008,Apr,Spain,173
2008,Apr,South Korea,
2008,Apr,Switzerland,151
2008,Apr,Sweden,1856
2008,Apr,Taiwan,
2008,Apr,Germany,1468
2008,Apr,Other countries,3548
2008,May,Passenger total,77592
2008,May,Iceland,41568
2008,May,Foreigners,36024
2008,May,Austria,
2008,May,Australia / New Zealand,
2008,May,U.S.A.,3354
2008,May,Belgium,
2008,May,U.K.,4938
2008,May,Denmark,3351
2008,May,Estonia / Latvia / Lithuania,
2008,May,Finland,1142
2008,May,France,1468
2008,May,Netherlands,1739
2008,May,Hong Kong,
2008,May,India,
2008,May,Ireland,
2008,May,Israel,
2008,May,Italy,404
2008,May,Japan,286
2008,May,Canada,995
2008,May,China,647
2008,May,Norway,3012
2008,May,Poland,2052
2008,May,Russia,
2008,May,Singapore,
2008,May,Spain,409
2008,May,South Korea,
2008,May,Switzerland,272
2008,May,Sweden,3094
2008,May,Taiwan,
2008,May,Germany,3098
2008,May,Other countries,5763
2008,Jun,Passenger total,105051
2008,Jun,Iceland,49073
2008,Jun,Foreigners,55978
2008,Jun,Austria,
2008,Jun,Australia / New Zealand,
2008,Jun,U.S.A.,5947
2008,Jun,Belgium,
2008,Jun,U.K.,5440
2008,Jun,Denmark,4683
2008,Jun,Estonia / Latvia / Lithuania,
2008,Jun,Finland,1528
2008,Jun,France,2780
2008,Jun,Netherlands,2066
2008,Jun,Hong Kong,
2008,Jun,India,
2008,Jun,Ireland,
2008,Jun,Israel,
2008,Jun,Italy,1110
2008,Jun,Japan,545
2008,Jun,Canada,1598
2008,Jun,China,1000
2008,Jun,Norway,4117
2008,Jun,Poland,3120
2008,Jun,Russia,
2008,Jun,Singapore,
2008,Jun,Spain,875
2008,Jun,South Korea,
2008,Jun,Switzerland,738
2008,Jun,Sweden,4354
2008,Jun,Taiwan,
2008,Jun,Germany,5708
2008,Jun,Other countries,10369
2008,Jul,Passenger total,125663
2008,Jul,Iceland,44396
2008,Jul,Foreigners,81267
2008,Jul,Austria,
2008,Jul,Australia / New Zealand,
2008,Jul,U.S.A.,6378
2008,Jul,Belgium,
2008,Jul,U.K.,8031
2008,Jul,Denmark,7737
2008,Jul,Estonia / Latvia / Lithuania,
2008,Jul,Finland,1506
2008,Jul,France,6129
2008,Jul,Netherlands,3448
2008,Jul,Hong Kong,
2008,Jul,India,
2008,Jul,Ireland,
2008,Jul,Israel,
2008,Jul,Italy,1857
2008,Jul,Japan,560
2008,Jul,Canada,1827
2008,Jul,China,965
2008,Jul,Norway,4352
2008,Jul,Poland,3772
2008,Jul,Russia,
2008,Jul,Singapore,
2008,Jul,Spain,1892
2008,Jul,South Korea,
2008,Jul,Switzerland,2340
2008,Jul,Sweden,4646
2008,Jul,Taiwan,
2008,Jul,Germany,11047
2008,Jul,Other countries,14780
2008,Aug,Passenger total,123511
2008,Aug,Iceland,39544
2008,Aug,Foreigners,83967
2008,Aug,Austria,
2008,Aug,Australia / New Zealand,
2008,Aug,U.S.A.,6892
2008,Aug,Belgium,
2008,Aug,U.K.,8685
2008,Aug,Denmark,5370
2008,Aug,Estonia / Latvia / Lithuania,
2008,Aug,Finland,1230
2008,Aug,France,7232
2008,Aug,Netherlands,3841
2008,Aug,Hong Kong,
2008,Aug,India,
2008,Aug,Ireland,
2008,Aug,Israel,
2008,Aug,Italy,4212
2008,Aug,Japan,844
2008,Aug,Canada,2388
2008,Aug,China,684
2008,Aug,Norway,3584
2008,Aug,Poland,2638
2008,Aug,Russia,
2008,Aug,Singapore,
2008,Aug,Spain,4623
2008,Aug,South Korea,
2008,Aug,Switzerland,2214
2008,Aug,Sweden,4123
2008,Aug,Taiwan,
2008,Aug,Germany,10612
2008,Aug,Other countries,14795
2008,Sep,Passenger total,77494
2008,Sep,Iceland,33587
2008,Sep,Foreigners,43907
2008,Sep,Austria,
2008,Sep,Australia / New Zealand,
2008,Sep,U.S.A.,3784
2008,Sep,Belgium,
2008,Sep,U.K.,6812
2008,Sep,Denmark,4123
2008,Sep,Estonia / Latvia / Lithuania,
2008,Sep,Finland,1204
2008,Sep,France,1708
2008,Sep,Netherlands,1629
2008,Sep,Hong Kong,
2008,Sep,India,
2008,Sep,Ireland,
2008,Sep,Israel,
2008,Sep,Italy,874
2008,Sep,Japan,538
2008,Sep,Canada,1276
2008,Sep,China,425
2008,Sep,Norway,3897
2008,Sep,Poland,1703
2008,Sep,Russia,
2008,Sep,Singapore,
2008,Sep,Spain,1054
2008,Sep,South Korea,
2008,Sep,Switzerland,598
2008,Sep,Sweden,3337
2008,Sep,Taiwan,
2008,Sep,Germany,5025
2008,Sep,Other countries,5920
2008,Oct,Passenger total,61813
2008,Oct,Iceland,28987
2008,Oct,Foreigners,32826
2008,Oct,Austria,
2008,Oct,Australia / New Zealand,
2008,Oct,U.S.A.,2535
2008,Oct,Belgium,
2008,Oct,U.K.,6377
2008,Oct,Denmark,2909
2008,Oct,Estonia / Latvia / Lithuania,
2008,Oct,Finland,995
2008,Oct,France,850
2008,Oct,Netherlands,1191
2008,Oct,Hong Kong,
2008,Oct,India,
2008,Oct,Ireland,
2008,Oct,Israel,
2008,Oct,Italy,312
2008,Oct,Japan,455
2008,Oct,Canada,967
2008,Oct,China,555
2008,Oct,Norway,3520
2008,Oct,Poland,1445
2008,Oct,Russia,
2008,Oct,Singapore,
2008,Oct,Spain,457
2008,Oct,South Korea,
2008,Oct,Switzerland,214
2008,Oct,Sweden,2946
2008,Oct,Taiwan,
2008,Oct,Germany,1865
2008,Oct,Other countries,5233
2008,Nov,Passenger total,41275
2008,Nov,Iceland,16899
2008,Nov,Foreigners,24376
2008,Nov,Austria,
2008,Nov,Australia / New Zealand,
2008,Nov,U.S.A.,2042
2008,Nov,Belgium,
2008,Nov,U.K.,4957
2008,Nov,Denmark,2391
2008,Nov,Estonia / Latvia / Lithuania,
2008,Nov,Finland,468
2008,Nov,France,804
2008,Nov,Netherlands,895
2008,Nov,Hong Kong,
2008,Nov,India,
2008,Nov,Ireland,
2008,Nov,Israel,
2008,Nov,Italy,183
2008,Nov,Japan,468
2008,Nov,Canada,225
2008,Nov,China,359
2008,Nov,Norway,2392
2008,Nov,Poland,1254
2008,Nov,Russia,
2008,Nov,Singapore,
2008,Nov,Spain,147
2008,Nov,South Korea,
2008,Nov,Switzerland,100
2008,Nov,Sweden,1857
2008,Nov,Taiwan,
2008,Nov,Germany,1201
2008,Nov,Other countries,4633
2008,Dec,Passenger total,37614
2008,Dec,Iceland,15592
2008,Dec,Foreigners,22022
2008,Dec,Austria,
2008,Dec,Australia / New Zealand,
2008,Dec,U.S.A.,1708
2008,Dec,Belgium,
2008,Dec,U.K.,3553
2008,Dec,Denmark,1869
2008,Dec,Estonia / Latvia / Lithuania,
2008,Dec,Finland,335
2008,Dec,France,779
2008,Dec,Netherlands,688
2008,Dec,Hong Kong,
2008,Dec,India,
2008,Dec,Ireland,
2008,Dec,Israel,
2008,Dec,Italy,192
2008,Dec,Japan,726
2008,Dec,Canada,191
2008,Dec,China,301
2008,Dec,Norway,1686
2008,Dec,Poland,3341
2008,Dec,Russia,
2008,Dec,Singapore,
2008,Dec,Spain,171
2008,Dec,South Korea,
2008,Dec,Switzerland,113
2008,Dec,Sweden,1464
2008,Dec,Taiwan,
2008,Dec,Germany,1272
2008,Dec,Other countries,3633
2009,Jan,Passenger total,38551
2009,Jan,Iceland,18566
2009,Jan,Foreigners,19985
2009,Jan,Austria,
2009,Jan,Australia / New Zealand,
2009,Jan,U.S.A.,2386
2009,Jan,Belgium,
2009,Jan,U.K.,3865
2009,Jan,Denmark,1910
2009,Jan,Estonia / Latvia / Lithuania,
2009,Jan,Finland,316
2009,Jan,France,914
2009,Jan,Netherlands,559
2009,Jan,Hong Kong,
2009,Jan,India,
2009,Jan,Ireland,
2009,Jan,Israel,
2009,Jan,Italy,266
2009,Jan,Japan,971
2009,Jan,Canada,191
2009,Jan,China,150
2009,Jan,Norway,1431
2009,Jan,Poland,686
2009,Jan,Russia,
2009,Jan,Singapore,
2009,Jan,Spain,221
2009,Jan,South Korea,
2009,Jan,Switzerland,268
2009,Jan,Sweden,1440
2009,Jan,Taiwan,
2009,Jan,Germany,1482
2009,Jan,Other countries,2929
2009,Feb,Passenger total,33531
2009,Feb,Iceland,15255
2009,Feb,Foreigners,18276
2009,Feb,Austria,
2009,Feb,Australia / New Zealand,
2009,Feb,U.S.A.,1756
2009,Feb,Belgium,
2009,Feb,U.K.,4881
2009,Feb,Denmark,1885
2009,Feb,Estonia / Latvia / Lithuania,
2009,Feb,Finland,322
2009,Feb,France,818
2009,Feb,Netherlands,680
2009,Feb,Hong Kong,
2009,Feb,India,
2009,Feb,Ireland,
2009,Feb,Israel,
2009,Feb,Italy,116
2009,Feb,Japan,588
2009,Feb,Canada,151
2009,Feb,China,116
2009,Feb,Norway,1746
2009,Feb,Poland,536
2009,Feb,Russia,
2009,Feb,Singapore,
2009,Feb,Spain,116
2009,Feb,South Korea,
2009,Feb,Switzerland,123
2009,Feb,Sweden,1166
2009,Feb,Taiwan,
2009,Feb,Germany,1212
2009,Feb,Other countries,2064
2009,Mar,Passenger total,41306
2009,Mar,Iceland,17609
2009,Mar,Foreigners,23697
2009,Mar,Austria,
2009,Mar,Australia / New Zealand,
2009,Mar,U.S.A.,2693
2009,Mar,Belgium,
2009,Mar,U.K.,5197
2009,Mar,Denmark,2460
2009,Mar,Estonia / Latvia / Lithuania,
2009,Mar,Finland,421
2009,Mar,France,1070
2009,Mar,Netherlands,1158
2009,Mar,Hong Kong,
2009,Mar,India,
2009,Mar,Ireland,
2009,Mar,Israel,
2009,Mar,Italy,228
2009,Mar,Japan,673
2009,Mar,Canada,195
2009,Mar,China,164
2009,Mar,Norway,2383
2009,Mar,Poland,682
2009,Mar,Russia,
2009,Mar,Singapore,
2009,Mar,Spain,172
2009,Mar,South Korea,
2009,Mar,Switzerland,114
2009,Mar,Sweden,1720
2009,Mar,Taiwan,
2009,Mar,Germany,1778
2009,Mar,Other countries,2589
2009,Apr,Passenger total,52155
2009,Apr,Iceland,24370
2009,Apr,Foreigners,27785
2009,Apr,Austria,
2009,Apr,Australia / New Zealand,
2009,Apr,U.S.A.,2105
2009,Apr,Belgium,
2009,Apr,U.K.,5794
2009,Apr,Denmark,3053
2009,Apr,Estonia / Latvia / Lithuania,
2009,Apr,Finland,644
2009,Apr,France,1382
2009,Apr,Netherlands,1020
2009,Apr,Hong Kong,
2009,Apr,India,
2009,Apr,Ireland,
2009,Apr,Israel,
2009,Apr,Italy,290
2009,Apr,Japan,282
2009,Apr,Canada,640
2009,Apr,China,242
2009,Apr,Norway,2757
2009,Apr,Poland,969
2009,Apr,Russia,
2009,Apr,Singapore,
2009,Apr,Spain,380
2009,Apr,South Korea,
2009,Apr,Switzerland,230
2009,Apr,Sweden,2733
2009,Apr,Taiwan,
2009,Apr,Germany,2017
2009,Apr,Other countries,3247
2009,May,Passenger total,57043
2009,May,Iceland,22406
2009,May,Foreigners,34637
2009,May,Austria,
2009,May,Australia / New Zealand,
2009,May,U.S.A.,3625
2009,May,Belgium,
2009,May,U.K.,4324
2009,May,Denmark,3345
2009,May,Estonia / Latvia / Lithuania,
2009,May,Finland,1376
2009,May,France,1775
2009,May,Netherlands,1621
2009,May,Hong Kong,
2009,May,India,
2009,May,Ireland,
2009,May,Israel,
2009,May,Italy,371
2009,May,Japan,306
2009,May,Canada,948
2009,May,China,362
2009,May,Norway,3843
2009,May,Poland,1142
2009,May,Russia,
2009,May,Singapore,
2009,May,Spain,366
2009,May,South Korea,
2009,May,Switzerland,341
2009,May,Sweden,3544
2009,May,Taiwan,
2009,May,Germany,2996
2009,May,Other countries,4352
2009,Jun,Passenger total,81252
2009,Jun,Iceland,26763
2009,Jun,Foreigners,54489
2009,Jun,Austria,
2009,Jun,Australia / New Zealand,
2009,Jun,U.S.A.,6024
2009,Jun,Belgium,
2009,Jun,U.K.,4377
2009,Jun,Denmark,4363
2009,Jun,Estonia / Latvia / Lithuania,
2009,Jun,Finland,1617
2009,Jun,France,3086
2009,Jun,Netherlands,3034
2009,Jun,Hong Kong,
2009,Jun,India,
2009,Jun,Ireland,
2009,Jun,Israel,
2009,Jun,Italy,1284
2009,Jun,Japan,558
2009,Jun,Canada,1606
2009,Jun,China,822
2009,Jun,Norway,3967
2009,Jun,Poland,2194
2009,Jun,Russia,
2009,Jun,Singapore,
2009,Jun,Spain,893
2009,Jun,South Korea,
2009,Jun,Switzerland,1030
2009,Jun,Sweden,3521
2009,Jun,Taiwan,
2009,Jun,Germany,7317
2009,Jun,Other countries,8796
2009,Jul,Passenger total,105344
2009,Jul,Iceland,23124
2009,Jul,Foreigners,82220
2009,Jul,Austria,
2009,Jul,Australia / New Zealand,
2009,Jul,U.S.A.,6422
2009,Jul,Belgium,
2009,Jul,U.K.,6319
2009,Jul,Denmark,7787
2009,Jul,Estonia / Latvia / Lithuania,
2009,Jul,Finland,2159
2009,Jul,France,6327
2009,Jul,Netherlands,2825
2009,Jul,Hong Kong,
2009,Jul,India,
2009,Jul,Ireland,
2009,Jul,Israel,
2009,Jul,Italy,2709
2009,Jul,Japan,779
2009,Jul,Canada,2347
2009,Jul,China,730
2009,Jul,Norway,4818
2009,Jul,Poland,2502
2009,Jul,Russia,
2009,Jul,Singapore,
2009,Jul,Spain,3021
2009,Jul,South Korea,
2009,Jul,Switzerland,2694
2009,Jul,Sweden,4562
2009,Jul,Taiwan,
2009,Jul,Germany,11619
2009,Jul,Other countries,14600
2009,Aug,Passenger total,116373
2009,Aug,Iceland,24352
2009,Aug,Foreigners,92021
2009,Aug,Austria,
2009,Aug,Australia / New Zealand,
2009,Aug,U.S.A.,7329
2009,Aug,Belgium,
2009,Aug,U.K.,7208
2009,Aug,Denmark,6058
2009,Aug,Estonia / Latvia / Lithuania,
2009,Aug,Finland,1824
2009,Aug,France,8824
2009,Aug,Netherlands,3523
2009,Aug,Hong Kong,
2009,Aug,India,
2009,Aug,Ireland,
2009,Aug,Israel,
2009,Aug,Italy,5895
2009,Aug,Japan,801
2009,Aug,Canada,2528
2009,Aug,China,1122
2009,Aug,Norway,4149
2009,Aug,Poland,1686
2009,Aug,Russia,
2009,Aug,Singapore,
2009,Aug,Spain,6499
2009,Aug,South Korea,
2009,Aug,Switzerland,2826
2009,Aug,Sweden,4111
2009,Aug,Taiwan,
2009,Aug,Germany,14330
2009,Aug,Other countries,13308
2009,Sep,Passenger total,64151
2009,Sep,Iceland,21688
2009,Sep,Foreigners,42463
2009,Sep,Austria,
2009,Sep,Australia / New Zealand,
2009,Sep,U.S.A.,4721
2009,Sep,Belgium,
2009,Sep,U.K.,4845
2009,Sep,Denmark,3451
2009,Sep,Estonia / Latvia / Lithuania,
2009,Sep,Finland,1077
2009,Sep,France,2249
2009,Sep,Netherlands,1837
2009,Sep,Hong Kong,
2009,Sep,India,
2009,Sep,Ireland,
2009,Sep,Israel,
2009,Sep,Italy,817
2009,Sep,Japan,591
2009,Sep,Canada,1484
2009,Sep,China,599
2009,Sep,Norway,4341
2009,Sep,Poland,832
2009,Sep,Russia,
2009,Sep,Singapore,
2009,Sep,Spain,1167
2009,Sep,South Korea,
2009,Sep,Switzerland,582
2009,Sep,Sweden,3290
2009,Sep,Taiwan,
2009,Sep,Germany,5375
2009,Sep,Other countries,5205
2009,Oct,Passenger total,55129
2009,Oct,Iceland,24758
2009,Oct,Foreigners,30371
2009,Oct,Austria,
2009,Oct,Australia / New Zealand,
2009,Oct,U.S.A.,2946
2009,Oct,Belgium,
2009,Oct,U.K.,6088
2009,Oct,Denmark,3024
2009,Oct,Estonia / Latvia / Lithuania,
2009,Oct,Finland,1163
2009,Oct,France,889
2009,Oct,Netherlands,1312
2009,Oct,Hong Kong,
2009,Oct,India,
2009,Oct,Ireland,
2009,Oct,Israel,
2009,Oct,Italy,275
2009,Oct,Japan,491
2009,Oct,Canada,558
2009,Oct,China,532
2009,Oct,Norway,3480
2009,Oct,Poland,787
2009,Oct,Russia,
2009,Oct,Singapore,
2009,Oct,Spain,540
2009,Oct,South Korea,
2009,Oct,Switzerland,198
2009,Oct,Sweden,2511
