Year,Month,Citizenship,n_passengers
2012,Jun,Iceland,39361
2012,Jun,Foreigners,74325
2012,Jun,Austria,
2012,Jun,Australia / New Zealand,
2012,Jun,U.S.A.,14258
2012,Jun,Belgium,
2012,Jun,U.K.,5878
2012,Jun,Denmark,4175
2012,Jun,Estonia / Latvia / Lithuania,
2012,Jun,Finland,1969
2012,Jun,France,4412
2012,Jun,Netherlands,2319
2012,Jun,Hong Kong,
2012,Jun,India,
2012,Jun,Ireland,
2012,Jun,Israel,
2012,Jun,Italy,1385
2012,Jun,Japan,557
2012,Jun,Canada,2698
2012,Jun,China,2093
2012,Jun,Norway,5850
2012,Jun,Poland,2313
2012,Jun,Russia,455
2012,Jun,Singapore,
2012,Jun,Spain,1006
2012,Jun,South Korea,
2012,Jun,Switzerland,1461
2012,Jun,Sweden,3995
2012,Jun,Taiwan,
2012,Jun,Germany,9659
2012,Jun,Other countries,9842
2012,Jul,Passenger total,147182
2012,Jul,Iceland,35061
2012,Jul,Foreigners,112121
2012,Jul,Austria,
2012,Jul,Australia / New Zealand,
2012,Jul,U.S.A.,14960
2012,Jul,Belgium,
2012,Jul,U.K.,8506
2012,Jul,Denmark,8167
2012,Jul,Estonia / Latvia / Lithuania,
2012,Jul,Finland,2198
2012,Jul,France,8454
2012,Jul,Netherlands,3841
2012,Jul,Hong Kong,
2012,Jul,India,
2012,Jul,Ireland,
2012,Jul,Israel,
2012,Jul,Italy,3176
2012,Jul,Japan,589
2012,Jul,Canada,3048
2012,Jul,China,2408
2012,Jul,Norway,6686
2012,Jul,Poland,2957
2012,Jul,Russia,752
2012,Jul,Singapore,
2012,Jul,Spain,2971
2012,Jul,South Korea,
2012,Jul,Switzerland,3918
2012,Jul,Sweden,6257
2012,Jul,Taiwan,
2012,Jul,Germany,15461
2012,Jul,Other countries,17772
2012,Aug,Passenger total,152302
2012,Aug,Iceland,37023
2012,Aug,Foreigners,115279
2012,Aug,Austria,
2012,Aug,Australia / New Zealand,
2012,Aug,U.S.A.,15825
2012,Aug,Belgium,
2012,Aug,U.K.,7784
2012,Aug,Denmark,6110
2012,Aug,Estonia / Latvia / Lithuania,
2012,Aug,Finland,1542
2012,Aug,France,12258
2012,Aug,Netherlands,4006
2012,Aug,Hong Kong,
2012,Aug,India,
2012,Aug,Ireland,
2012,Aug,Israel,
2012,Aug,Italy,5653
2012,Aug,Japan,828
2012,Aug,Canada,3652
2012,Aug,China,2417
2012,Aug,Norway,5956
2012,Aug,Poland,2091
2012,Aug,Russia,1215
2012,Aug,Singapore,
2012,Aug,Spain,5547
2012,Aug,South Korea,
2012,Aug,Switzerland,3696
2012,Aug,Sweden,4926
2012,Aug,Taiwan,
2012,Aug,Germany,16633
2012,Aug,Other countries,15140
2012,Sep,Passenger total,96985
2012,Sep,Iceland,32313
2012,Sep,Foreigners,64672
2012,Sep,Austria,
2012,Sep,Australia / New Zealand,
2012,Sep,U.S.A.,9820
2012,Sep,Belgium,
2012,Sep,U.K.,6313
2012,Sep,Denmark,4138
2012,Sep,Estonia / Latvia / Lithuania,
2012,Sep,Finland,1792
2012,Sep,France,3646
2012,Sep,Netherlands,2045
2012,Sep,Hong Kong,
2012,Sep,India,
2012,Sep,Ireland,
2012,Sep,Israel,
2012,Sep,Italy,950
2012,Sep,Japan,1812
2012,Sep,Canada,2488
2012,Sep,China,1651
2012,Sep,Norway,7486
2012,Sep,Poland,1193
2012,Sep,Russia,372
2012,Sep,Singapore,
2012,Sep,Spain,1841
2012,Sep,South Korea,
2012,Sep,Switzerland,1025
2012,Sep,Sweden,4139
2012,Sep,Taiwan,
2012,Sep,Germany,6418
2012,Sep,Other countries,7543
2012,Oct,Passenger total,80475
2012,Oct,Iceland,35481
2012,Oct,Foreigners,44994
2012,Oct,Austria,
2012,Oct,Australia / New Zealand,
2012,Oct,U.S.A.,5912
2012,Oct,Belgium,
2012,Oct,U.K.,9458
2012,Oct,Denmark,3392
2012,Oct,Estonia / Latvia / Lithuania,
2012,Oct,Finland,935
2012,Oct,France,1196
2012,Oct,Netherlands,1414
2012,Oct,Hong Kong,
2012,Oct,India,
2012,Oct,Ireland,
2012,Oct,Israel,
2012,Oct,Italy,338
2012,Oct,Japan,671
2012,Oct,Canada,1702
2012,Oct,China,1080
2012,Oct,Norway,5008
2012,Oct,Poland,754
2012,Oct,Russia,413
2012,Oct,Singapore,
2012,Oct,Spain,931
2012,Oct,South Korea,
2012,Oct,Switzerland,1021
2012,Oct,Sweden,2648
2012,Oct,Taiwan,
2012,Oct,Germany,2703
2012,Oct,Other countries,5418
2012,Nov,Passenger total,63190
2012,Nov,Iceland,26240
2012,Nov,Foreigners,36950
2012,Nov,Austria,
2012,Nov,Australia / New Zealand,
2012,Nov,U.S.A.,6414
2012,Nov,Belgium,
2012,Nov,U.K.,10241
2012,Nov,Denmark,1804
2012,Nov,Estonia / Latvia / Lithuania,
2012,Nov,Finland,758
2012,Nov,France,1514
2012,Nov,Netherlands,835
2012,Nov,Hong Kong,
2012,Nov,India,
2012,Nov,Ireland,
2012,Nov,Israel,
2012,Nov,Italy,532
2012,Nov,Japan,1020
2012,Nov,Canada,676
2012,Nov,China,532
2012,Nov,Norway,3065
2012,Nov,Poland,528
2012,Nov,Russia,185
2012,Nov,Singapore,
2012,Nov,Spain,280
2012,Nov,South Korea,
2012,Nov,Switzerland,207
2012,Nov,Sweden,2146
2012,Nov,Taiwan,
2012,Nov,Germany,1922
2012,Nov,Other countries,4291
2012,Dec,Passenger total,49283
2012,Dec,Iceland,21263
2012,Dec,Foreigners,28020
2012,Dec,Austria,
2012,Dec,Australia / New Zealand,
2012,Dec,U.S.A.,3612
2012,Dec,Belgium,
2012,Dec,U.K.,7045
2012,Dec,Denmark,1349
2012,Dec,Estonia / Latvia / Lithuania,
2012,Dec,Finland,637
2012,Dec,France,1093
2012,Dec,Netherlands,546
2012,Dec,Hong Kong,
2012,Dec,India,
2012,Dec,Ireland,
2012,Dec,Israel,
2012,Dec,Italy,246
2012,Dec,Japan,1057
2012,Dec,Canada,356
2012,Dec,China,1259
2012,Dec,Norway,1988
2012,Dec,Poland,1475
2012,Dec,Russia,73
2012,Dec,Singapore,
2012,Dec,Spain,388
2012,Dec,South Korea,
2012,Dec,Switzerland,174
2012,Dec,Sweden,1175
2012,Dec,Taiwan,
2012,Dec,Germany,1401
2012,Dec,Other countries,4146
2013,Jan,Passenger total,56546
2013,Jan,Iceland,23256
2013,Jan,Foreigners,33290
2013,Jan,Austria,
2013,Jan,Australia / New Zealand,
2013,Jan,U.S.A.,5054
2013,Jan,Belgium,
2013,Jan,U.K.,10031
2013,Jan,Denmark,1504
2013,Jan,Estonia / Latvia / Lithuania,
2013,Jan,Finland,347
2013,Jan,France,1371
2013,Jan,Netherlands,733
2013,Jan,Hong Kong,
2013,Jan,India,
2013,Jan,Ireland,
2013,Jan,Israel,
2013,Jan,Italy,335
2013,Jan,Japan,1566
2013,Jan,Canada,404
2013,Jan,China,738
2013,Jan,Norway,2003
2013,Jan,Poland,486
2013,Jan,Russia,355
2013,Jan,Singapore,
2013,Jan,Spain,415
2013,Jan,South Korea,
2013,Jan,Switzerland,345
2013,Jan,Sweden,1480
2013,Jan,Taiwan,
2013,Jan,Germany,2101
2013,Jan,Other countries,4022
2013,Feb,Passenger total,60812
2013,Feb,Iceland,20833
2013,Feb,Foreigners,39979
2013,Feb,Austria,
2013,Feb,Australia / New Zealand,
2013,Feb,U.S.A.,5357
2013,Feb,Belgium,
2013,Feb,U.K.,15970
2013,Feb,Denmark,1590
2013,Feb,Estonia / Latvia / Lithuania,
2013,Feb,Finland,387
2013,Feb,France,1671
2013,Feb,Netherlands,1272
2013,Feb,Hong Kong,
2013,Feb,India,
2013,Feb,Ireland,
2013,Feb,Israel,
2013,Feb,Italy,299
2013,Feb,Japan,1148
2013,Feb,Canada,374
2013,Feb,China,779
2013,Feb,Norway,2418
2013,Feb,Poland,490
2013,Feb,Russia,245
2013,Feb,Singapore,
2013,Feb,Spain,321
2013,Feb,South Korea,
2013,Feb,Switzerland,427
2013,Feb,Sweden,1142
2013,Feb,Taiwan,
2013,Feb,Germany,2278
2013,Feb,Other countries,3811
2013,Mar,Passenger total,76213
2013,Mar,Iceland,27345
2013,Mar,Foreigners,48868
2013,Mar,Austria,
2013,Mar,Australia / New Zealand,
2013,Mar,U.S.A.,6962
2013,Mar,Belgium,
2013,Mar,U.K.,15458
2013,Mar,Denmark,2747
2013,Mar,Estonia / Latvia / Lithuania,
2013,Mar,Finland,756
2013,Mar,France,2427
2013,Mar,Netherlands,1552
2013,Mar,Hong Kong,
2013,Mar,India,
2013,Mar,Ireland,
2013,Mar,Israel,
2013,Mar,Italy,436
2013,Mar,Japan,1417
2013,Mar,Canada,1044
2013,Mar,China,796
2013,Mar,Norway,3556
2013,Mar,Poland,682
2013,Mar,Russia,230
2013,Mar,Singapore,
2013,Mar,Spain,373
2013,Mar,South Korea,
2013,Mar,Switzerland,375
2013,Mar,Sweden,2079
2013,Mar,Taiwan,
2013,Mar,Germany,3117
2013,Mar,Other countries,4861
2013,Apr,Passenger total,73885
2013,Apr,Iceland,28120
2013,Apr,Foreigners,45765
2013,Apr,Austria,
2013,Apr,Australia / New Zealand,
2013,Apr,U.S.A.,5990
2013,Apr,Belgium,
2013,Apr,U.K.,11490
2013,Apr,Denmark,2750
2013,Apr,Estonia / Latvia / Lithuania,
2013,Apr,Finland,1416
2013,Apr,France,1911
2013,Apr,Netherlands,1248
2013,Apr,Hong Kong,
2013,Apr,India,
2013,Apr,Ireland,
2013,Apr,Israel,
2013,Apr,Italy,502
2013,Apr,Japan,497
2013,Apr,Canada,1584
2013,Apr,China,491
2013,Apr,Norway,4203
2013,Apr,Poland,629
2013,Apr,Russia,338
2013,Apr,Singapore,
2013,Apr,Spain,680
2013,Apr,South Korea,
2013,Apr,Switzerland,398
2013,Apr,Sweden,2647
2013,Apr,Taiwan,
2013,Apr,Germany,2786
2013,Apr,Other countries,6205
2013,May,Passenger total,88077
2013,May,Iceland,34429
2013,May,Foreigners,53648
2013,May,Austria,
2013,May,Australia / New Zealand,
2013,May,U.S.A.,8864
2013,May,Belgium,
2013,May,U.K.,6763
2013,May,Denmark,3427
2013,May,Estonia / Latvia / Lithuania,
2013,May,Finland,1481
2013,May,France,3012
2013,May,Netherlands,1725
2013,May,Hong Kong,
2013,May,India,
2013,May,Ireland,
2013,May,Israel,
2013,May,Italy,777
2013,May,Japan,306
2013,May,Canada,2278
2013,May,China,896
2013,May,Norway,5771
2013,May,Poland,1202
2013,May,Russia,503
2013,May,Singapore,
2013,May,Spain,864
2013,May,South Korea,
2013,May,Switzerland,472
2013,May,Sweden,3683
2013,May,Taiwan,
2013,May,Germany,5163
2013,May,Other countries,6461
2013,Jun,Passenger total,126143
2013,Jun,Iceland,36284
2013,Jun,Foreigners,89859
2013,Jun,Austria,
2013,Jun,Australia / New Zealand,
2013,Jun,U.S.A.,17581
2013,Jun,Belgium,
2013,Jun,U.K.,6969
2013,Jun,Denmark,4300
2013,Jun,Estonia / Latvia / Lithuania,
2013,Jun,Finland,1898
2013,Jun,France,6268
2013,Jun,Netherlands,2514
2013,Jun,Hong Kong,
2013,Jun,India,
2013,Jun,Ireland,
2013,Jun,Israel,
2013,Jun,Italy,1790
2013,Jun,Japan,533
2013,Jun,Canada,3333
2013,Jun,China,2705
2013,Jun,Norway,6386
2013,Jun,Poland,2771
2013,Jun,Russia,710
2013,Jun,Singapore,
2013,Jun,Spain,1598
2013,Jun,South Korea,
2013,Jun,Switzerland,1721
2013,Jun,Sweden,4461
2013,Jun,Taiwan,
2013,Jun,Germany,12139
2013,Jun,Other countries,12182
2013,Jul,Passenger total,156887
2013,Jul,Iceland,33366
2013,Jul,Foreigners,123521
2013,Jul,Austria,
2013,Jul,Australia / New Zealand,
2013,Jul,U.S.A.,18452
2013,Jul,Belgium,
2013,Jul,U.K.,9954
2013,Jul,Denmark,8938
2013,Jul,Estonia / Latvia / Lithuania,
2013,Jul,Finland,1786
2013,Jul,France,10183
2013,Jul,Netherlands,4237
2013,Jul,Hong Kong,
2013,Jul,India,
2013,Jul,Ireland,
2013,Jul,Israel,
2013,Jul,Italy,3380
2013,Jul,Japan,654
2013,Jul,Canada,3573
2013,Jul,China,2628
2013,Jul,Norway,6268
2013,Jul,Poland,2944
2013,Jul,Russia,1514
2013,Jul,Singapore,
2013,Jul,Spain,2975
2013,Jul,South Korea,
2013,Jul,Switzerland,4235
2013,Jul,Sweden,5298
2013,Jul,Taiwan,
2013,Jul,Germany,15027
2013,Jul,Other countries,21475
2013,Aug,Passenger total,168605
2013,Aug,Iceland,36773
2013,Aug,Foreigners,131832
2013,Aug,Austria,
2013,Aug,Australia / New Zealand,
2013,Aug,U.S.A.,19409
2013,Aug,Belgium,
2013,Aug,U.K.,10215
2013,Aug,Denmark,5547
2013,Aug,Estonia / Latvia / Lithuania,
2013,Aug,Finland,1731
2013,Aug,France,12927
2013,Aug,Netherlands,4443
2013,Aug,Hong Kong,
2013,Aug,India,
2013,Aug,Ireland,
2013,Aug,Israel,
2013,Aug,Italy,6312
2013,Aug,Japan,1034
2013,Aug,Canada,3632
2013,Aug,China,3064
2013,Aug,Norway,6076
2013,Aug,Poland,2053
2013,Aug,Russia,1729
2013,Aug,Singapore,
2013,Aug,Spain,6060
2013,Aug,South Korea,
2013,Aug,Switzerland,4239
2013,Aug,Sweden,5069
2013,Aug,Taiwan,
2013,Aug,Germany,18457
2013,Aug,Other countries,19835
2013,Sep,Passenger total,106677
2013,Sep,Iceland,33488
2013,Sep,Foreigners,73189
2013,Sep,Austria,
2013,Sep,Australia / New Zealand,
2013,Sep,U.S.A.,11547
2013,Sep,Belgium,
2013,Sep,U.K.,8087
2013,Sep,Denmark,4884
2013,Sep,Estonia / Latvia / Lithuania,
2013,Sep,Finland,1577
2013,Sep,France,3855
2013,Sep,Netherlands,1993
2013,Sep,Hong Kong,
2013,Sep,India,
2013,Sep,Ireland,
2013,Sep,Israel,
2013,Sep,Italy,1024
2013,Sep,Japan,1752
2013,Sep,Canada,2944
2013,Sep,China,1797
2013,Sep,Norway,6733
2013,Sep,Poland,1396
2013,Sep,Russia,629
2013,Sep,Singapore,
2013,Sep,Spain,2025
2013,Sep,South Korea,
2013,Sep,Switzerland,1209
2013,Sep,Sweden,3899
2013,Sep,Taiwan,
2013,Sep,Germany,7669
2013,Sep,Other countries,10169
2013,Oct,Passenger total,90675
2013,Oct,Iceland,37749
2013,Oct,Foreigners,52926
2013,Oct,Austria,
2013,Oct,Australia / New Zealand,
2013,Oct,U.S.A.,7162
2013,Oct,Belgium,
2013,Oct,U.K.,13000
2013,Oct,Denmark,3951
2013,Oct,Estonia / Latvia / Lithuania,
2013,Oct,Finland,1198
2013,Oct,France,1698
2013,Oct,Netherlands,1201
2013,Oct,Hong Kong,
2013,Oct,India,
2013,Oct,Ireland,
2013,Oct,Israel,
2013,Oct,Italy,400
2013,Oct,Japan,1018
2013,Oct,Canada,1978
2013,Oct,China,1110
2013,Oct,Norway,4708
2013,Oct,Poland,774
2013,Oct,Russia,246
2013,Oct,Singapore,
2013,Oct,Spain,583
2013,Oct,South Korea,
2013,Oct,Switzerland,405
2013,Oct,Sweden,2527
2013,Oct,Taiwan,
2013,Oct,Germany,3198
2013,Oct,Other countries,7769
2013,Nov,Passenger total,75285
2013,Nov,Iceland,28834
2013,Nov,Foreigners,46451
2013,Nov,Austria,
2013,Nov,Australia / New Zealand,
2013,Nov,U.S.A.,7333
2013,Nov,Belgium,
2013,Nov,U.K.,15527
2013,Nov,Denmark,1956
2013,Nov,Estonia / Latvia / Lithuania,
2013,Nov,Finland,578
2013,Nov,France,1656
2013,Nov,Netherlands,1034
2013,Nov,Hong Kong,
2013,Nov,India,
2013,Nov,Ireland,
2013,Nov,Israel,
2013,Nov,Italy,656
2013,Nov,Japan,1137
2013,Nov,Canada,1730
2013,Nov,China,595
2013,Nov,Norway,2804
2013,Nov,Poland,570
2013,Nov,Russia,298
2013,Nov,Singapore,
2013,Nov,Spain,606
2013,Nov,South Korea,
2013,Nov,Switzerland,281
2013,Nov,Sweden,1955
2013,Nov,Taiwan,
2013,Nov,Germany,2367
2013,Nov,Other countries,5368
2013,Dec,Passenger total,66123
2013,Dec,Iceland,24435
2013,Dec,Foreigners,41688
2013,Dec,Austria,
2013,Dec,Australia / New Zealand,
2013,Dec,U.S.A.,6001
2013,Dec,Belgium,
2013,Dec,U.K.,13644
2013,Dec,Denmark,1525
2013,Dec,Estonia / Latvia / Lithuania,
2013,Dec,Finland,644
2013,Dec,France,1334
2013,Dec,Netherlands,868
2013,Dec,Hong Kong,
2013,Dec,India,
2013,Dec,Ireland,
2013,Dec,Israel,
2013,Dec,Italy,302
2013,Dec,Japan,1301
2013,Dec,Canada,1096
2013,Dec,China,1998
2013,Dec,Norway,1781
2013,Dec,Poland,1838
2013,Dec,Russia,191
2013,Dec,Singapore,
2013,Dec,Spain,517
2013,Dec,South Korea,
2013,Dec,Switzerland,200
2013,Dec,Sweden,1251
2013,Dec,Taiwan,
2013,Dec,Germany,1512
2013,Dec,Other countries,5685
2014,Jan,Passenger total,72201
2014,Jan,Iceland,25551
2014,Jan,Foreigners,46650
2014,Jan,Austria,
2014,Jan,Australia / New Zealand,
2014,Jan,U.S.A.,6770
2014,Jan,Belgium,
2014,Jan,U.K.,16576
2014,Jan,Denmark,1932
2014,Jan,Estonia / Latvia / Lithuania,
2014,Jan,Finland,351
2014,Jan,France,1981
2014,Jan,Netherlands,953
2014,Jan,Hong Kong,
2014,Jan,India,
2014,Jan,Ireland,
2014,Jan,Israel,
2014,Jan,Italy,350
2014,Jan,Japan,1778
2014,Jan,Canada,1020
2014,Jan,China,1331
2014,Jan,Norway,1982
2014,Jan,Poland,678
2014,Jan,Russia,600
2014,Jan,Singapore,
2014,Jan,Spain,500
2014,Jan,South Korea,
2014,Jan,Switzerland,376
2014,Jan,Sweden,1760
2014,Jan,Taiwan,
2014,Jan,Germany,2329
2014,Jan,Other countries,5383
2014,Feb,Passenger total,73710
2014,Feb,Iceland,21261
2014,Feb,Foreigners,52449
2014,Feb,Austria,
2014,Feb,Australia / New Zealand,
2014,Feb,U.S.A.,6743
2014,Feb,Belgium,
2014,Feb,U.K.,22820
2014,Feb,Denmark,1876
2014,Feb,Estonia / Latvia / Lithuania,
2014,Feb,Finland,347
2014,Feb,France,2498
2014,Feb,Netherlands,1651
2014,Feb,Hong Kong,
2014,Feb,India,
2014,Feb,Ireland,
2014,Feb,Israel,
2014,Feb,Italy,310
2014,Feb,Japan,1290
2014,Feb,Canada,1139
2014,Feb,China,1158
2014,Feb,Norway,2509
2014,Feb,Poland,524
2014,Feb,Russia,165
2014,Feb,Singapore,
2014,Feb,Spain,363
2014,Feb,South Korea,
2014,Feb,Switzerland,388
2014,Feb,Sweden,1292
2014,Feb,Taiwan,
2014,Feb,Germany,2140
2014,Feb,Other countries,5236
2014,Mar,Passenger total,90526
2014,Mar,Iceland,24393
2014,Mar,Foreigners,66133
2014,Mar,Austria,
2014,Mar,Australia / New Zealand,
2014,Mar,U.S.A.,12217
2014,Mar,Belgium,
2014,Mar,U.K.,21093
2014,Mar,Denmark,2769
2014,Mar,Estonia / Latvia / Lithuania,
2014,Mar,Finland,783
2014,Mar,France,2999
2014,Mar,Netherlands,1857
2014,Mar,Hong Kong,
2014,Mar,India,
2014,Mar,Ireland,
2014,Mar,Israel,
2014,Mar,Italy,604
2014,Mar,Japan,1556
2014,Mar,Canada,2304
2014,Mar,China,991
2014,Mar,Norway,3489
2014,Mar,Poland,551
2014,Mar,Russia,348
2014,Mar,Singapore,
2014,Mar,Spain,566
2014,Mar,South Korea,
2014,Mar,Switzerland,383
2014,Mar,Sweden,1938
2014,Mar,Taiwan,
2014,Mar,Germany,3410
2014,Mar,Other countries,8275
2014,Apr,Passenger total,94642
2014,Apr,Iceland,35417
2014,Apr,Foreigners,59225
2014,Apr,Austria,
2014,Apr,Australia / New Zealand,
2014,Apr,U.S.A.,7691
2014,Apr,Belgium,
2014,Apr,U.K.,15661
2014,Apr,Denmark,3477
2014,Apr,Estonia / Latvia / Lithuania,
2014,Apr,Finland,1382
2014,Apr,France,2345
2014,Apr,Netherlands,1308
2014,Apr,Hong Kong,
2014,Apr,India,
2014,Apr,Ireland,
2014,Apr,Israel,
2014,Apr,Italy,776
2014,Apr,Japan,486
2014,Apr,Canada,2835
2014,Apr,China,1053
2014,Apr,Norway,4908
2014,Apr,Poland,1098
2014,Apr,Russia,289
2014,Apr,Singapore,
2014,Apr,Spain,873
2014,Apr,South Korea,
2014,Apr,Switzerland,594
2014,Apr,Sweden,3234
2014,Apr,Taiwan,
2014,Apr,Germany,3508
2014,Apr,Other countries,7707
2014,May,Passenger total,103748
2014,May,Iceland,37035
2014,May,Foreigners,66713
2014,May,Austria,
2014,May,Australia / New Zealand,
2014,May,U.S.A.,11495
2014,May,Belgium,
2014,May,U.K.,8280
2014,May,Denmark,4116
2014,May,Estonia / Latvia / Lithuania,
2014,May,Finland,1922
2014,May,France,3656
2014,May,Netherlands,1891
2014,May,Hong Kong,
2014,May,India,
2014,May,Ireland,
2014,May,Israel,
2014,May,Italy,941
2014,May,Japan,586
2014,May,Canada,4020
2014,May,China,1246
2014,May,Norway,5587
2014,May,Poland,1686
2014,May,Russia,590
2014,May,Singapore,
2014,May,Spain,1045
2014,May,South Korea,
2014,May,Switzerland,884
2014,May,Sweden,4264
2014,May,Taiwan,
2014,May,Germany,4822
2014,May,Other countries,9682
2014,Jun,Passenger total,151765
2014,Jun,Iceland,41163
2014,Jun,Foreigners,110602
2014,Jun,Austria,
2014,Jun,Australia / New Zealand,
2014,Jun,U.S.A.,21255
2014,Jun,Belgium,
2014,Jun,U.K.,9479
2014,Jun,Denmark,4939
2014,Jun,Estonia / Latvia / Lithuania,
2014,Jun,Finland,2086
2014,Jun,France,7131
2014,Jun,Netherlands,2904
2014,Jun,Hong Kong,
2014,Jun,India,
2014,Jun,Ireland,
2014,Jun,Israel,
2014,Jun,Italy,2036
2014,Jun,Japan,575
2014,Jun,Canada,5347
2014,Jun,China,3794
2014,Jun,Norway,6281
2014,Jun,Poland,3605
2014,Jun,Russia,908
2014,Jun,Singapore,
2014,Jun,Spain,1801
2014,Jun,South Korea,
2014,Jun,Switzerland,2250
2014,Jun,Sweden,5405
2014,Jun,Taiwan,
2014,Jun,Germany,14035
2014,Jun,Other countries,16771
2014,Jul,Passenger total,184204
2014,Jul,Iceland,39623
2014,Jul,Foreigners,144581
2014,Jul,Austria,
2014,Jul,Australia / New Zealand,
2014,Jul,U.S.A.,22998
2014,Jul,Belgium,
2014,Jul,U.K.,12641
2014,Jul,Denmark,8567
2014,Jul,Estonia / Latvia / Lithuania,
2014,Jul,Finland,2433
2014,Jul,France,10771
2014,Jul,Netherlands,4734
2014,Jul,Hong Kong,
2014,Jul,India,
2014,Jul,Ireland,
2014,Jul,Israel,
2014,Jul,Italy,3825
2014,Jul,Japan,696
2014,Jul,Canada,5328
2014,Jul,China,4312
2014,Jul,Norway,6698
2014,Jul,Poland,3863
2014,Jul,Russia,1501
2014,Jul,Singapore,
2014,Jul,Spain,3804
2014,Jul,South Korea,
2014,Jul,Switzerland,5140
2014,Jul,Sweden,6328
2014,Jul,Taiwan,
2014,Jul,Germany,18059
2014,Jul,Other countries,22883
2014,Aug,Passenger total,190292
2014,Aug,Iceland,36835
2014,Aug,Foreigners,153457
2014,Aug,Austria,
2014,Aug,Australia / New Zealand,
2014,Aug,U.S.A.,22513
2014,Aug,Belgium,
2014,Aug,U.K.,11156
2014,Aug,Denmark,5855
2014,Aug,Estonia / Latvia / Lithuania,
2014,Aug,Finland,1728
2014,Aug,France,15083
2014,Aug,Netherlands,4919
2014,Aug,Hong Kong,
2014,Aug,India,
2014,Aug,Ireland,
2014,Aug,Israel,
2014,Aug,Italy,7783
2014,Aug,Japan,1008
2014,Aug,Canada,5534
2014,Aug,China,4403
2014,Aug,Norway,5871
2014,Aug,Poland,2498
2014,Aug,Russia,2031
2014,Aug,Singapore,
2014,Aug,Spain,7161
2014,Aug,South Korea,
2014,Aug,Switzerland,4742
2014,Aug,Sweden,5856
2014,Aug,Taiwan,
2014,Aug,Germany,19330
2014,Aug,Other countries,25986
2014,Sep,Passenger total,125699
2014,Sep,Iceland,37410
2014,Sep,Foreigners,88289
2014,Sep,Austria,
2014,Sep,Australia / New Zealand,
2014,Sep,U.S.A.,15329
2014,Sep,Belgium,
2014,Sep,U.K.,9384
2014,Sep,Denmark,5284
2014,Sep,Estonia / Latvia / Lithuania,
2014,Sep,Finland,1692
2014,Sep,France,4687
2014,Sep,Netherlands,2241
2014,Sep,Hong Kong,
2014,Sep,India,
2014,Sep,Ireland,
2014,Sep,Israel,
2014,Sep,Italy,1245
2014,Sep,Japan,2117
2014,Sep,Canada,4423
2014,Sep,China,2022
2014,Sep,Norway,5929
2014,Sep,Poland,1795
2014,Sep,Russia,666
2014,Sep,Singapore,
2014,Sep,Spain,2609
2014,Sep,South Korea,
2014,Sep,Switzerland,1948
2014,Sep,Sweden,4251
2014,Sep,Taiwan,
2014,Sep,Germany,9983
2014,Sep,Other countries,12684
2014,Oct,Passenger total,107278
2014,Oct,Iceland,40762
2014,Oct,Foreigners,66516
2014,Oct,Austria,
2014,Oct,Australia / New Zealand,
2014,Oct,U.S.A.,8498
2014,Oct,Belgium,
2014,Oct,U.K.,16249
2014,Oct,Denmark,4450
2014,Oct,Estonia / Latvia / Lithuania,
2014,Oct,Finland,1357
2014,Oct,France,2814
2014,Oct,Netherlands,1675
2014,Oct,Hong Kong,
2014,Oct,India,
2014,Oct,Ireland,
2014,Oct,Israel,
2014,Oct,Italy,643
2014,Oct,Japan,897
2014,Oct,Canada,2779
2014,Oct,China,2016
2014,Oct,Norway,5406
2014,Oct,Poland,926
2014,Oct,Russia,375
2014,Oct,Singapore,
2014,Oct,Spain,1039
2014,Oct,South Korea,
2014,Oct,Switzerland,1131
2014,Oct,Sweden,2865
2014,Oct,Taiwan,
2014,Oct,Germany,3306
2014,Oct,Other countries,10090
2014,Nov,Passenger total,93313
2014,Nov,Iceland,32463
2014,Nov,Foreigners,60850
2014,Nov,Austria,
2014,Nov,Australia / New Zealand,
2014,Nov,U.S.A.,9735
2014,Nov,Belgium,
2014,Nov,U.K.,19638
2014,Nov,Denmark,2884
2014,Nov,Estonia / Latvia / Lithuania,
2014,Nov,Finland,736
2014,Nov,France,2294
2014,Nov,Netherlands,1179
2014,Nov,Hong Kong,
2014,Nov,India,
2014,Nov,Ireland,
2014,Nov,Israel,
2014,Nov,Italy,819
2014,Nov,Japan,1053
2014,Nov,Canada,2630
2014,Nov,China,858
2014,Nov,Norway,3276
2014,Nov,Poland,771
2014,Nov,Russia,339
2014,Nov,Singapore,
2014,Nov,Spain,640
2014,Nov,South Korea,
2014,Nov,Switzerland,764
2014,Nov,Sweden,2314
2014,Nov,Taiwan,
2014,Nov,Germany,2941
2014,Nov,Other countries,7979
2014,Dec,Passenger total,81805
2014,Dec,Iceland,28089
2014,Dec,Foreigners,53716
2014,Dec,Austria,
2014,Dec,Australia / New Zealand,
2014,Dec,U.S.A.,6860
2014,Dec,Belgium,
2014,Dec,U.K.,17526
2014,Dec,Denmark,2088
2014,Dec,Estonia / Latvia / Lithuania,
2014,Dec,Finland,598
2014,Dec,France,2034
2014,Dec,Netherlands,910
2014,Dec,Hong Kong,
2014,Dec,India,
2014,Dec,Ireland,
2014,Dec,Israel,
2014,Dec,Italy,538
2014,Dec,Japan,1298
2014,Dec,Canada,1431
2014,Dec,China,2853
2014,Dec,Norway,1711
2014,Dec,Poland,1964
2014,Dec,Russia,152
2014,Dec,Singapore,
